year,month,day,hour,minute,lat,lon,node_1,node_2
2016,6,15,6,45,40.60181,-74.09283,42989330,42990477
2016,6,8,8,10,40.715977,-73.81082,42829452,4551299820
2016,6,18,4,40,40.822697,-73.87001,42760187,60653924
2016,6,17,16,52,40.65317,-73.866875,452384721,3550779110
2016,6,21,21,23,40.87831,-73.870155,42722702,546971192
2016,6,12,9,40,40.820877,-73.8667,42719905,42719908
2016,6,25,12,41,40.70091,-73.926094,42492396,42496656
2016,6,14,13,30,40.757725,-73.779274,42854490,42933229
2016,6,12,17,35,40.76248,-73.90732,42833029,42860063
2016,6,6,12,45,40.686966,-73.95463,42498838,42520258
2016,6,21,11,15,40.65473,-73.90692,1942054175,1942054210
2016,6,15,7,50,40.577995,-73.95964,42489331,42489393
2016,6,18,0,45,40.748985,-73.979965,42449683,561042192
2016,6,12,20,55,40.57858,-73.9884,42467670,1773314095
2016,6,10,9,20,40.67468,-73.805176,42812990,42837770
2016,6,17,18,55,40.898468,-73.84962,42730708,42730712
2016,6,8,15,0,40.726967,-73.85647,42831885,42831879
2016,6,17,15,30,40.733536,-73.87035,2089937970,2089937981
2016,6,27,7,30,40.509045,-74.24691,42971010,42991645
2016,6,24,21,42,40.582256,-74.1556,42963967,42984213
2016,6,16,16,57,40.648254,-73.971405,42484739,42484744
2016,6,21,10,38,40.77873,-73.97784,42442445,42443341
2016,6,22,11,0,40.64332,-74.01945,42496046,42465956
2016,6,9,9,40,40.60457,-73.75355,42820550,42820553
2016,6,10,15,20,40.676952,-73.888596,598622240,598622242
2016,6,18,9,30,40.71911,-73.99003,42429762,486867490
2016,6,25,21,50,40.73294,-73.84961,42902451,42875049
2016,6,10,8,15,40.890133,-73.835945,42742774,1346529283
2016,6,25,7,12,40.745293,-73.9985,42435624,42437909
2016,6,5,15,40,40.834354,-73.826225,42746629,42746634
2016,6,8,10,0,40.69003,-73.93048,42499487,42473252
2016,6,16,11,5,40.84215,-73.94228,42427133,42427136
2016,6,19,17,20,40.71105,-73.900566,42827244,42807100
2016,6,9,15,30,40.759308,-73.9653,42432856,42432861
2016,6,8,8,45,40.664963,-73.98982,42516074,42465318
2016,6,18,10,49,40.64073,-74.00609,42487484,42535383
2016,6,11,15,30,40.759624,-73.99548,42455751,42437371
2016,6,27,6,25,40.76889,-73.9821,1061531429,42428570
2016,6,14,14,10,40.77962,-73.80217,42868973,274302954
2016,6,12,22,52,40.755264,-73.989136,42435657,42439968
2016,6,6,4,4,42.318317,-73.755936,211876502,212039398
2016,6,21,18,55,40.62236,-74.01247,42477695,42485210
2016,6,12,14,32,40.782158,-73.95787,42445731,42445733
2016,6,6,23,0,40.66937,-73.89523,42495632,42511299
2016,6,26,17,0,40.750347,-73.87015,42816102,42858907
2016,6,11,17,0,40.576733,-73.98148,42503141,42503153
2016,6,10,18,55,40.844982,-73.86725,42734239,42756707
2016,6,18,19,30,40.75898,-73.99595,42455751,42423836
2016,6,25,16,35,40.748863,-73.892715,42816001,4771851661
2016,6,28,9,55,40.575077,-73.99885,42508988,42508991
2016,6,16,16,30,40.75034,-73.983185,42443950,42430314
2016,6,10,8,0,40.854687,-73.890396,42747531,5327456911
2016,6,20,20,0,40.724636,-73.94818,2987758886,5051959089
2016,6,19,23,50,40.737335,-73.70833,42857222,42895394
2016,6,24,23,0,40.769543,-73.7924,274302631,274302632
2016,6,26,13,14,40.762947,-73.8349,42925934,274304873
2016,6,24,17,45,40.643127,-73.950676,42502489,42526066
2016,6,9,18,35,40.755405,-73.97949,42432693,42430344
2016,6,8,10,35,40.676582,-73.98676,42466202,42466204
2016,6,25,10,45,40.671875,-73.91414,42474905,1260335125
2016,6,15,19,45,40.689354,-73.936325,42466965,42516263
2016,6,27,12,0,40.879948,-73.874954,42732096,42732094
2016,6,16,19,5,40.679832,-73.95322,42515936,42520280
2016,6,7,11,30,40.69428,-73.95913,42469374,42517044
2016,6,23,7,0,40.76722,-73.738945,42884654,42917941
2016,6,18,1,10,40.676044,-73.89373,598622233,598622290
2016,6,15,7,0,40.66708,-73.81033,42818661,42818666
2016,6,25,18,30,40.688786,-73.98358,42466438,42502404
2016,6,18,13,40,40.62741,-73.91313,42490525,42490527
2016,6,27,8,30,40.70568,-73.77114,42835250,42835252
2016,6,23,9,0,40.824696,-73.83919,42719688,596478924
2016,6,25,12,35,40.741344,-73.97744,42436756,42436754
2016,6,10,14,26,40.616035,-73.955795,42492614,42465145
2016,6,13,9,12,40.685448,-73.99134,42484011,5540390266
2016,6,16,15,30,40.767082,-73.9796,42423674,4347550074
2016,6,10,17,17,40.68854,-73.92384,42493907,42485017
2016,6,13,9,35,40.65418,-73.91068,1942053913,1942053988
2016,6,20,13,0,40.824207,-73.858795,42742095,42768960
2016,6,16,18,50,40.722553,-74.00141,42452040,42432152
2016,6,13,23,0,40.85525,-73.91277,42776770,42771338
2016,6,8,6,10,40.897797,-73.867256,42751784,42767200
2016,6,26,3,0,40.83265,-73.86366,42737226,42760396
2016,6,26,16,10,40.65254,-73.923676,42467790,42497475
2016,6,14,17,35,40.628654,-73.944336,42496620,42496618
2016,6,25,13,30,40.65317,-73.866875,452384721,3550779110
2016,6,20,16,15,40.678364,-73.77949,5396265655,42846565
2016,6,21,18,50,40.742813,-73.98865,42453624,449581627
2016,6,12,13,40,40.658783,-73.91283,42493594,42511765
2016,6,24,12,15,40.708614,-74.00938,42422042,42422050
2016,6,23,10,0,40.661144,-73.84427,42894938,42909127
2016,6,19,12,5,40.87781,-73.886856,42736103,42736108
2016,6,6,14,0,40.750156,-73.97699,42453005,42446949
2016,6,6,8,50,40.794052,-73.970375,42442534,1061531807
2016,6,7,8,55,40.725933,-73.90073,597325442,479156141
2016,6,11,1,30,40.744846,-73.835686,597389896,5334046156
2016,6,9,13,0,40.72114,-73.942825,42476532,42476648
2016,6,18,2,21,40.708035,-74.00002,486819531,42461379
