year,month,day,hour,minute,lat,lon,node_1,node_2
2021,10,5,9,45,40.746998,-73.89646,42876584,42876582
2021,10,5,8,30,40.6572,-74.004684,1369722069,449025276
2021,10,5,9,0,40.73807,-73.93756,487121013,2799547029
2021,10,5,23,13,40.615406,-73.97424,42472453,42501997
2021,10,5,9,0,40.722622,-73.89368,42851290,42851292
2021,10,5,15,53,40.59592,-73.941025,42477057,42481836
2022,4,2,7,0,40.703667,-73.9269,42530350,42525548
2021,10,5,17,0,40.74646,-73.878105,42888079,42831677
2021,10,5,6,10,40.666737,-73.78628,277747055,455605949
2021,10,5,18,45,40.73169,-73.80509,4696280972,5146436880
2021,10,5,14,30,40.73051,-73.94341,622232007,42517892
2021,10,1,11,50,40.698544,-73.96236,479715943,479715931
2022,4,2,12,15,40.695976,-73.808975,42787716,42809174
2021,9,30,11,10,40.670887,-73.93649,42493249,42475008
2021,10,5,12,15,40.645622,-73.929726,42510813,42520980
2021,10,5,10,51,40.750744,-73.978676,3786901738,561042199
2021,10,5,5,45,40.712265,-73.95548,42480109,42482403
2021,10,5,14,57,40.820858,-73.912575,42744092,42760885
2021,10,5,10,38,40.7198,-73.953476,42509228,42514554
2021,10,5,17,0,40.82615,-73.87766,42735913,42749561
2022,4,2,0,28,40.67019,-73.93935,42467463,42475498
2021,10,5,21,30,40.67165,-73.76382,42884191,42890345
2021,10,5,7,20,40.620125,-73.94081,1942053000,42473746
2021,10,5,10,42,40.74668,-73.9745,42426816,42442918
2021,10,5,18,42,40.64512,-74.091225,42950531,42953532
2021,10,5,21,29,40.71843,-74.000534,42428433,42440815
2021,10,5,9,15,40.707966,-74.013596,42436181,4149936245
2021,9,28,19,0,40.671032,-73.93927,42475491,42529535
2021,10,5,10,30,40.750134,-73.80751,42813963,42813966
2021,10,5,11,35,40.726868,-73.988914,42442851,42442850
2021,10,2,8,50,40.82325,-73.88277,42753468,42753465
2021,10,5,5,35,40.665558,-73.72985,42787881,42904285
2021,10,5,20,40,40.8451,-73.91878,60923264,60923321
2021,10,5,16,58,40.815,-73.89402,42752962,42756288
2021,9,29,20,25,40.666348,-73.76093,455574668,42813111
2021,10,5,9,23,40.857414,-73.84662,3661361829,3661361826
