year,month,day,hour,minute,lat,lon,node_1,node_2
2019,7,22,15,50,40.828976,-73.87641,42760366,42760370
2019,8,3,16,4,40.831978,-73.93515,371337250,589927903
2019,8,13,0,10,40.89964,-73.85224,42762926,42762930
2019,8,1,14,40,40.650223,-73.86843,452391560,452386264
2019,8,5,10,15,40.633564,-74.01595,598348982,598348984
2019,7,21,10,42,40.611145,-73.7485,42830948,5473204226
2019,7,27,12,0,40.73118,-73.9821,42439006,42440743
2019,7,22,19,48,40.67619,-73.9081,2954866519,2954866546
2019,7,26,22,30,40.692886,-73.801605,42847243,42869479
2019,8,12,20,5,40.70453,-73.817245,457020792,1934649909
2019,7,23,13,20,40.76242,-73.82752,42815862,42815855
2019,7,27,5,5,40.731777,-73.77011,42869158,280142513
2019,8,8,14,0,40.666405,-73.74661,42787979,42787969
2019,8,4,11,30,40.548916,-74.16339,42956973,42956976
2019,8,15,12,15,40.72145,-73.84399,42875103,277630881
2019,8,17,5,10,40.67611,-73.905594,2954866520,2954866519
2019,7,26,17,10,40.644,-73.976585,42497281,42497287
2019,8,15,9,0,40.753517,-73.70585,42847699,42823259
2019,8,8,15,0,40.744465,-73.77179,1929498017,280138400
2019,7,21,17,37,40.727802,-73.83157,277577940,597389887
2019,8,13,13,20,40.679047,-73.95857,42501894,42499394
2019,7,27,22,20,40.66652,-73.73645,42787866,42787999
2019,7,24,12,1,40.696167,-73.8045,42891065,42912417
2019,7,29,10,30,40.71008,-74.01639,42437401,42437410
2019,8,10,21,7,40.738045,-73.996346,42430255,42439826
2019,8,1,0,0,40.69365,-73.98333,1258875665,4526565698
2019,8,7,16,8,40.87016,-73.89098,42741228,2024833545
2019,8,17,4,40,40.693012,-73.82493,42855527,42905448
2019,8,6,0,2,40.783245,-73.94473,4779073679,4779073676
2019,8,17,19,45,40.8375,-73.880684,42723331,103083486
2019,7,27,4,40,40.665493,-73.756615,42816829,42875415
2019,8,15,1,0,40.69936,-73.931564,42500475,42499813
2019,8,14,19,0,40.611156,-74.085915,42973190,42970485
2019,8,16,14,35,40.694317,-73.910484,42522087,42479008
2019,8,5,16,9,40.67097,-73.89563,42484873,42495629
2019,8,7,15,14,40.81388,-73.91182,42756063,2826899798
2019,7,24,22,10,40.752037,-73.7211,42857018,42857968
2019,8,11,16,34,40.858295,-73.85446,42763249,42734403
2019,7,23,14,30,40.74668,-73.9745,42426816,42442918
2019,8,7,12,45,40.67473,-74.00029,598293556,449616592
2019,8,15,5,53,40.768875,-73.90852,276209383,2433000860
2019,7,28,12,45,40.677193,-73.79728,42834717,42864246
2019,7,25,15,15,40.75048,-73.99472,4443775465,42435642
2019,8,15,10,0,40.725082,-73.99534,1918039897,42445511
2019,8,5,11,29,40.610703,-73.9534,42512807,2304845594
2019,8,5,23,18,40.585976,-73.98799,4205909308,4205909309
2019,7,24,9,5,40.762486,-73.96298,42442963,42436527
2019,7,24,18,0,40.636105,-74.02292,42521235,42521238
2019,8,7,16,15,40.657173,-73.921074,42500157,1942054435
2019,7,30,8,20,40.68782,-73.94974,42482263,42481569
2019,8,2,21,30,40.801395,-73.96201,42443426,42442567
2019,8,15,12,45,40.767174,-73.93765,42826801,42826802
2019,8,1,18,0,40.59931,-73.972916,42486627,42502046
2019,8,7,17,55,40.725918,-73.89535,42871329,42871334
2019,8,14,23,10,40.67578,-74.0014,42478170,598228337
2019,8,2,15,30,40.743767,-73.83748,106643601,106657384
2019,8,4,16,0,40.818012,-73.92519,42743020,42778545
2019,8,8,10,23,40.85198,-73.91018,42745946,42758014
2019,8,1,9,37,40.63396,-74.01476,42487339,42487524
2019,7,23,21,0,40.63682,-73.90218,42468670,42522143
2019,7,29,19,10,40.65731,-73.89965,1942054559,1942054623
2019,8,16,10,10,40.824814,-73.93677,42439927,2141026522
2019,7,22,20,45,40.69401,-73.9611,42501868,42510338
2019,7,22,10,0,40.610504,-73.95767,42487802,42533804
2019,8,6,17,20,40.663136,-73.86918,42486504,42505106
2019,7,28,16,40,40.735313,-73.994125,42429373,42429374
2019,8,1,21,45,40.69319,-73.89575,42907567,42936172
2019,8,9,19,0,40.75425,-73.827835,42811507,42876365
2019,7,30,21,15,40.71126,-73.899864,42827244,42807100
2019,8,10,12,0,40.690437,-73.80287,42888575,42901171
2019,8,2,22,30,40.697655,-73.93644,42504529,42505475
2019,7,24,16,0,40.808956,-73.94041,42448141,42438984
2019,8,9,8,45,40.724144,-73.9379,42464200,42476675
2019,7,28,10,30,40.645126,-74.0194,42490236,42465952
2019,8,8,16,0,40.748817,-73.98343,42434948,42434946
2019,7,29,17,0,40.637814,-73.89665,42494122,42520035
2019,8,4,14,45,40.76327,-73.75887,42817888,42817893
2019,7,24,13,20,40.81711,-73.89204,42752966,42756292
2019,7,30,0,0,40.692516,-73.92576,42513757,42505515
2019,7,31,1,43,40.668377,-73.92012,1942055310,1942055217
2019,7,28,22,20,40.709892,-73.800896,42807647,42807649
2019,8,8,18,16,40.631157,-74.14692,42970945,42972763
2019,7,23,9,20,40.686115,-73.801636,42834704,42916074
2019,8,12,22,11,40.661114,-73.89257,42474338,42495652
2019,8,15,12,40,40.681637,-73.99392,42492257,42486341
2019,7,26,1,45,40.5591,-74.20101,895710918,42996645
2019,8,14,14,0,40.61132,-73.951675,42530580,42533448
2019,7,29,16,25,40.708557,-73.938095,42474042,42529171
2019,8,5,13,38,40.655575,-73.926895,42467339,42467343
2019,7,30,12,42,40.77741,-73.978806,42443336,42437384
2019,8,1,18,30,40.77486,-73.90891,3778729670,42866625
2019,7,31,13,8,40.63163,-74.007744,42460982,42473508
2019,8,9,9,0,40.699512,-73.79342,42826545,42921128
2019,7,27,10,45,40.698368,-73.996956,42493380,42493403
2019,8,2,18,52,40.817173,-73.94606,42435844,42435850
2019,7,23,12,35,40.656742,-73.880646,42486452,1273032452
2019,8,8,9,0,40.781662,-73.818985,42824502,42922338
2019,7,27,1,30,40.62444,-73.97762,42473002,2350435585
2019,7,28,4,38,40.65473,-73.90692,1942054175,1942054210
2019,7,31,16,11,40.8522,-73.89493,42760082,42730013
2019,7,27,14,10,40.80929,-73.90313,42743481,42752956
2019,7,31,7,45,40.68049,-73.774704,42846579,4205150909
2019,7,29,0,8,40.718792,-73.98902,42429769,486867459
2019,7,30,17,50,40.686234,-73.82418,42890762,42891567
2019,8,1,9,40,40.704357,-74.00755,42452700,42452630
2019,7,21,18,40,40.755795,-73.93581,42818567,42818570
2019,8,7,13,20,40.846485,-73.89434,42746937,42765990
2019,8,9,19,26,40.740944,-74.00537,42444897,4557517554
2019,7,25,11,59,40.744644,-73.77041,42889515,42801327
2019,7,28,20,20,40.833645,-73.856834,42741927,42760504
2019,8,7,3,45,40.67669,-73.94429,42535067,42524917
2019,7,30,13,10,40.637783,-73.90072,42513300,42513307
2019,8,11,19,0,40.75548,-73.74173,461917207,461917223
2019,8,16,13,20,40.679237,-73.959435,42501894,42499394
2019,8,9,22,25,40.752663,-73.981476,42432436,42446488
2019,7,25,17,0,40.68668,-73.97937,42466306,42491599
2019,7,23,10,22,40.64172,-73.8999,42494174,42469666
2019,7,23,16,50,40.69366,-73.85217,42822315,2757013518
2019,8,6,10,53,40.686234,-73.82418,42890762,42891567
2019,8,2,16,42,40.759083,-73.99589,42455751,42437371
2019,8,6,8,22,40.806915,-73.93557,42424757,42447209
2019,8,1,15,20,40.78614,-73.93929,42427009,3631837584
2019,8,5,18,15,40.759727,-73.99169,42443563,42443561
2019,7,24,12,13,40.869087,-73.84589,2790581957,42763334
2019,7,30,16,12,40.721592,-73.97477,42444837,42451712
2019,7,26,13,50,40.750668,-73.85097,106599704,274330497
2019,8,16,8,15,40.65505,-73.95631,42494660,42491690
2019,7,23,17,0,40.6785,-73.743256,42845082,42906680
2019,8,3,21,21,40.893127,-73.85652,42741781,42741785
2019,7,21,15,0,40.694557,-73.94325,42492340,42492342
2019,8,2,2,30,40.655994,-73.90919,42474539,42474543
2019,7,30,17,5,40.741074,-73.7258,4202944850,4202944855
2019,7,23,7,50,40.71565,-73.97792,42425100,42429819
2019,7,27,3,30,40.811478,-73.950226,42435810,42432932
2019,7,29,19,45,40.829533,-73.84733,42728326,460238178
2019,8,5,14,16,40.629974,-74.00813,42460985,42524828
2019,8,1,12,0,40.843906,-73.88047,42740322,42753830
2019,8,10,11,0,40.87538,-73.883446,42748950,42734231
2019,8,8,19,15,40.696693,-73.81598,42868020,42812931
2019,8,11,17,35,40.64269,-73.95764,42491724,2566334944
2019,7,24,19,14,40.642384,-73.92539,42530739,2547381199
2019,8,16,18,30,40.812126,-73.90419,42741101,42766938
2019,8,7,17,0,40.6191,-74.159615,42951624,42966991
2019,8,11,23,17,40.680733,-73.97451,42477228,42477230
2019,7,31,19,0,40.81505,-73.92427,42733951,42735679
2019,8,9,0,0,40.76002,-73.85927,42792794,274420493
2019,8,2,23,50,40.616695,-73.99266,42485579,42512339
2019,8,10,22,10,40.864807,-73.91937,42431252,42446604
2019,8,11,17,0,40.75076,-73.757835,42786083,42815430
2019,7,20,10,0,40.66843,-73.91919,42511497,42515033
2019,7,21,17,0,40.636086,-73.95091,42491762,42493525
2019,8,12,17,30,40.832314,-73.93161,595786273,42743036
2019,8,11,12,30,40.837864,-73.9114,42735861,2408364029
2019,8,6,9,26,40.749283,-73.756645,461917241,1930487419
2019,8,16,10,52,40.650764,-73.88481,42495677,5314096947
2019,7,26,4,50,40.786808,-73.94524,42443061,42443058
2019,7,30,22,6,40.67211,-73.91124,42473572,42514785
2019,7,24,10,45,40.57325,-74.12988,42958430,42960376
2019,8,7,21,0,40.67414,-73.96558,42478455,42526342
2019,8,4,19,15,40.666386,-73.80178,455884734,455583636
2019,7,29,8,0,40.74159,-73.86186,42806630,42806634
2019,7,29,11,0,40.67807,-73.94139,597826217,42467431
2019,8,2,20,10,40.83335,-73.93524,42426810,5333189422
2019,8,3,14,40,40.85161,-73.89602,42730005,42753788
2019,7,27,15,0,40.712208,-73.98072,42427747,42427750
2019,8,14,12,20,40.74411,-73.95364,42826875,42826878
2019,8,5,12,30,40.660397,-73.98038,42516089,42476050
2019,7,22,15,0,40.740803,-73.95933,42786626,2297172752
2019,8,14,9,30,40.76311,-73.962524,42429981,42442963
2019,8,17,6,55,40.75974,-73.97423,42436701,42436700
2019,7,23,10,0,40.797,-73.93778,42443085,42456115
2019,7,21,16,15,40.74779,-73.88251,42831221,42870348
