year,month,day,hour,minute,lat,lon,node_1,node_2
2019,11,23,11,24,40.72159,-73.75027,42831131,42845623
2019,11,13,13,35,40.78357,-73.94759,42434175,42434172
2019,12,5,6,0,40.76657,-73.888466,42803880,597443992
2019,11,26,18,0,40.7879,-73.77701,3789687872,42803679
2019,11,24,15,15,40.517,-74.23858,42948346,42987989
2019,12,7,11,5,40.743214,-73.907166,42818006,42818010
2019,11,18,0,0,40.721024,-74.00526,42430131,42438779
2019,11,14,14,35,40.576904,-74.16973,447758909,447761758
2019,12,10,9,30,40.69479,-73.99431,42485640,42519223
2019,11,20,17,0,40.734123,-73.93779,42856261,1056072094
2019,12,10,18,0,40.67171,-73.93543,42475013,42475008
2019,11,18,21,15,40.64266,-74.00929,42465469,42477087
2019,12,6,11,30,40.758972,-73.91901,42824162,42882996
2019,12,9,20,35,40.691452,-73.88517,277616230,1398902755
2019,11,19,18,40,40.683567,-73.78259,42889728,42906560
2019,11,18,15,40,40.815113,-73.95501,42446218,42442592
2019,12,5,18,45,40.739403,-74.006454,42436159,42455357
2019,12,2,14,40,40.885315,-73.82726,42724149,1345484456
2019,11,17,9,0,40.89809,-73.864006,42751794,42766671
2019,11,20,16,55,40.714104,-73.95322,479719230,479716748
2019,12,2,9,40,40.715145,-73.74935,42822798,5137382103
2019,11,27,8,0,40.807915,-73.95471,42429744,42445219
2019,11,30,22,2,40.70906,-73.73056,42845012,42905747
2019,11,25,11,23,40.67573,-74.01481,42475807,42529915
2019,11,22,8,0,40.869694,-73.86723,42763552,42769064
2019,11,21,5,30,40.72018,-73.99604,42432178,42432174
2019,11,16,12,20,40.85819,-73.88435,3380810135,3380810136
2019,11,17,12,0,40.62969,-74.1638,42948679,42948681
2019,11,13,19,25,40.752316,-73.8324,5421246270,5234919280
2019,11,20,8,30,40.872456,-73.90185,42743184,42752264
2019,12,4,18,43,40.810574,-73.938385,42429530,42446190
2019,11,19,10,30,40.631577,-73.946335,42464439,42491792
2019,12,7,23,20,40.8107,-73.93704,42446190,371337165
2019,11,18,19,25,40.72419,-73.790886,42909684,5515778103
