year,month,day,hour,minute,lat,lon,node_1,node_2
2018,5,2,13,30,40.66292,-73.890625,42478643,42511414
2018,5,1,7,25,40.58902,-74.13867,42959081,2523812059
2018,5,11,14,40,40.74942,-74.00427,42453630,42430594
2018,5,12,22,20,40.69685,-73.96327,479715943,42461438
2018,5,6,13,20,40.728962,-73.85523,42879311,277629843
2018,5,2,11,55,40.732914,-74.00398,42431536,42431797
2018,4,24,16,54,40.60265,-73.96475,42485307,42534373
2018,5,8,17,45,40.650887,-73.96466,42484762,42484766
2018,4,22,15,36,40.899895,-73.90668,252125632,252125595
2018,5,14,20,37,40.692192,-73.98628,42494920,4735727610
2018,5,3,19,19,40.804993,-73.911354,588114535,588114597
2018,5,11,8,15,40.700718,-73.74323,42894625,42894629
2018,5,1,13,30,40.58207,-73.950066,42486950,42486953
2018,4,26,15,30,40.73136,-73.95708,42501788,42501785
2018,5,14,21,50,40.558674,-74.156715,42956280,42956284
2018,4,29,16,58,40.608757,-74.038086,411566447,598365272
2018,4,24,7,0,40.84299,-73.82625,596580978,470853209
2018,5,15,13,30,40.76781,-73.96202,42449991,42447076
2018,5,5,11,30,40.709393,-73.9219,42881140,3325564426
2018,5,3,15,30,40.681484,-73.88025,42523336,42490587
2018,5,11,14,30,40.840748,-73.93545,42435197,765367023
2018,5,14,9,10,40.641254,-73.9964,42480496,42506783
2018,5,13,19,45,40.642796,-74.00197,42492845,42519610
2018,5,9,21,10,40.704422,-73.99491,486819531,42461379
2018,5,10,18,47,40.739243,-73.92803,42841847,42841853
2018,5,6,5,55,40.628025,-73.89867,42470120,1257569840
2018,5,12,12,25,40.76685,-73.95376,42428005,42428007
2018,4,27,17,0,40.726437,-74.00566,42445574,42436359
2018,4,24,9,55,40.79292,-73.94579,42445823,42445817
2018,5,4,9,0,40.719353,-74.00593,42430118,42453773
2018,5,9,7,50,40.763023,-73.81109,42817244,42895076
2018,4,30,15,50,40.611446,-73.96267,42489206,42489210
2018,4,26,7,50,40.775597,-73.93616,42811421,42941801
2018,4,22,12,43,40.8478,-73.86513,42761387,42761390
2018,4,26,7,0,40.730637,-73.87539,535054432,597363867
2018,4,26,12,55,40.806973,-73.937645,589928040,589928030
2018,5,7,14,54,40.693443,-73.929016,42505492,42505494
2018,5,6,6,0,40.76685,-73.95376,42428005,42428007
2018,5,10,17,37,40.685276,-73.77241,42859805,3531141527
2018,4,25,10,0,40.63552,-74.0167,42477109,598329339
2018,5,11,16,50,40.768234,-73.90709,42900647,42923756
2018,4,24,19,30,40.70975,-73.79562,42853003,42898582
2018,5,1,16,45,40.718143,-73.9523,42511011,42520612
2018,4,30,15,40,40.720245,-73.9444,42463374,42502920
2018,4,26,14,0,40.71468,-73.963844,42504278,42504281
2018,5,1,14,10,40.867012,-73.92312,42429217,42429220
2018,4,23,17,55,40.69496,-73.98717,42481889,278632502
2018,5,1,22,35,40.66675,-73.779945,455583636,455576879
2018,4,23,12,15,40.69775,-73.81393,280641025,1934649890
2018,5,15,22,0,40.714527,-73.97481,486849239,5079840928
2018,4,27,14,40,40.868282,-73.90107,42743353,5327525600
2018,4,26,22,10,40.713993,-73.831924,42797446,42804402
2018,5,1,15,35,40.785297,-73.955574,42446070,42446072
2018,5,3,19,45,40.603962,-74.12974,42951285,43018099
2018,5,14,13,30,40.86446,-73.91895,42431257,42431260
2018,5,8,9,25,40.719345,-74.009315,42436055,42436335
2018,4,22,16,0,40.775642,-73.960526,42459137,596776089
2018,5,4,16,30,40.87693,-73.84429,42735219,42735223
2018,5,6,13,0,40.76614,-73.97166,42456683,42436510
2018,5,14,8,35,40.747387,-73.88963,42827831,42827837
2018,5,12,5,31,40.830383,-73.94018,42439673,4515465264
2018,5,13,22,20,40.690594,-73.95162,42531892,42481555
2018,4,30,12,20,40.720657,-73.76031,42854374,42940101
2018,4,26,21,0,40.73261,-73.8686,2089937970,2089937981
2018,5,10,17,34,40.616,-74.12329,42947864,42947870
2018,5,7,13,0,40.66552,-73.74467,1369956633,42813144
2018,5,2,9,18,40.648533,-74.01752,42473075,42473077
2018,4,24,23,9,40.75979,-73.98793,42445018,42435675
2018,5,8,15,55,40.632603,-73.947685,42481746,42481750
2018,5,3,12,30,40.790417,-73.95184,42445256,42438963
2018,5,8,11,0,40.704018,-73.89795,42931822,42935068
2018,5,7,9,30,40.76213,-73.82494,42848233,42876617
2018,4,26,17,30,40.610416,-74.16015,5043340988,42973568
2018,4,25,16,20,40.719917,-73.783844,461236241,461232930
2018,4,27,2,35,40.770554,-73.83551,42789075,42833175
2018,5,5,4,0,40.669586,-73.92827,42518588,42518593
2018,5,6,3,57,40.77077,-73.91727,42905185,42849703
2018,4,25,11,15,40.721497,-73.99027,42429646,42429647
2018,4,29,0,10,40.758972,-73.91901,42824162,42882996
2018,5,16,3,9,40.584625,-73.94713,42480696,42480700
2018,5,13,13,30,40.873013,-73.81873,460418013,42756975
2018,5,2,17,26,40.73312,-73.7279,42927228,5588129282
2018,5,5,20,22,40.720505,-73.99684,42432174,42432171
2018,4,30,18,20,40.738712,-73.85799,42830986,42831698
2018,5,1,21,40,40.85668,-73.90811,42720039,42720041
2018,4,26,20,35,40.605915,-73.75108,42848843,1701270450
2018,5,3,15,5,40.74224,-73.869,42846259,42858943
