year,month,day,hour,minute,lat,lon,node_1,node_2
2016,5,23,3,30,40.757843,-73.83023,42876356,42895114
2016,5,23,23,20,40.651993,-73.86873,452384721,452382948
2016,5,11,10,6,40.739906,-73.89391,2089938031,276297468
2016,5,28,18,0,40.758972,-73.91901,42824162,42882996
2016,5,29,22,30,40.675236,-73.97106,42491642,42518543
2016,5,13,12,36,40.634026,-73.95023,42490673,42515753
2016,5,10,11,5,40.589985,-73.95568,42506074,42514135
2016,6,2,20,10,40.773335,-73.95506,42443027,42450015
2016,5,19,17,20,40.76187,-73.83898,274309784,274312802
2016,6,2,9,35,40.70431,-73.955086,42482042,42482039
2016,5,16,8,30,40.824783,-73.9084,42768560,3640114880
2016,6,2,19,53,40.748302,-73.97835,42446942,42449683
2016,5,28,19,0,40.79155,-73.807335,42786492,42817136
2016,5,12,6,40,40.717514,-73.797585,42830072,461782787
2016,5,11,14,30,40.68102,-73.77131,42856821,42856824
2016,5,20,8,15,40.79157,-73.94678,42447179,42459041
2016,5,24,0,45,40.675816,-73.89706,598622280,42497958
2016,5,13,20,50,40.72634,-73.76508,279146480,42804963
2016,5,14,9,20,40.745068,-73.93826,42833283,42938169
2016,5,11,17,45,40.895466,-73.87713,42741726,4207768151
2016,5,26,12,0,40.638523,-73.98131,42483847,42536031
2016,5,18,8,15,40.836605,-73.93931,42442684,42442697
2016,5,20,21,25,40.64545,-73.97311,42485383,42497307
2016,5,10,8,0,40.657406,-73.89881,1942054623,1942054673
2016,5,12,15,35,40.732014,-73.84375,4773178089,3324555381
2016,5,22,20,51,40.637188,-73.973236,42479942,42508751
2016,5,27,4,0,40.723583,-74.004524,42436770,42430143
2016,5,27,2,0,40.8172,-73.93088,42734141,595793819
2016,5,20,4,45,40.851395,-73.94129,1769708236,42438160
2016,5,31,22,25,40.727757,-73.95308,42496858,42516607
2016,5,28,3,30,40.80661,-73.921,42719455,42719457
2016,5,23,15,44,40.60707,-74.076385,448061136,4600334587
2016,5,28,11,30,40.69925,-73.80271,42814951,42814954
2016,5,26,14,3,40.77077,-73.91727,42905185,42849703
2016,5,16,8,30,40.59464,-73.952705,42492646,42519077
2016,5,28,6,35,40.79292,-73.94579,42445823,42445817
2016,5,13,15,55,40.8883,-73.85682,42769130,42762682
2016,5,25,9,0,40.788677,-73.93994,42433513,42456101
2016,5,12,13,37,40.63024,-74.139915,42987050,42997598
2016,5,13,9,0,40.728176,-73.89661,42885118,42923614
2016,5,17,14,30,40.74889,-74.00703,246580758,246580736
2016,5,19,11,28,40.90225,-73.907845,42770330,1819673081
2016,5,18,17,43,40.844917,-73.926384,42749016,60923209
2016,5,25,16,0,40.683758,-73.8643,2807213602,2807212500
2016,5,11,21,5,40.75012,-73.968895,42442943,42453000
2016,5,23,7,30,40.734314,-73.93803,42856258,1056072094
2016,5,12,18,17,40.836555,-73.87135,42727864,42728429
2016,5,10,13,0,40.666256,-73.87696,42474496,42474500
2016,5,24,10,42,40.672688,-73.73544,1024654152,360745668
2016,5,11,11,0,40.80952,-73.95719,42435380,3579432162
2016,5,19,14,30,40.664536,-73.82729,42875233,456356076
2016,5,28,19,30,40.63226,-73.90088,42491045,42517656
2016,5,17,14,15,40.628708,-73.98795,42490810,42490816
2016,5,19,20,30,40.72895,-73.97182,370897167,370913758
2016,5,18,12,59,40.84009,-73.88036,42769499,1852181161
2016,5,17,14,0,40.874,-73.90886,42427926,42731542
2016,5,12,20,20,40.787926,-73.79026,39076461,274283981
2016,5,30,8,9,40.812313,-73.95223,42427519,42436734
2016,6,1,13,0,40.851242,-73.89882,42740352,42753929
2016,5,29,13,32,40.666077,-73.995224,598290960,42465657
2016,5,31,8,0,40.747345,-73.98118,3786901738,561042199
2016,5,27,9,30,40.737568,-74.00975,42439099,42439096
2016,5,27,18,30,40.71793,-73.73696,5137382087,2296895402
2016,5,20,20,22,40.881264,-73.83875,42769681,1348697715
2016,5,28,19,50,40.80506,-73.94117,42446171,42438704
2016,5,13,19,25,40.78762,-73.782646,42850013,5155253065
2016,5,31,10,40,40.70089,-73.89336,42847857,42848864
2016,5,20,6,15,40.787045,-73.811714,274187466,274187470
2016,5,31,17,28,40.7136,-74.0091,42430004,42429562
2016,5,11,0,30,40.84787,-73.93641,60925728,171245253
2016,5,21,0,0,40.769352,-73.83258,42868119,42868124
2016,5,11,22,0,40.804344,-73.92158,42753240,42760999
2016,6,2,9,15,40.823914,-73.87644,60653656,60653787
2016,5,15,4,0,40.77071,-73.736465,42817990,42917572
2016,5,9,13,30,40.75326,-74.00383,42430607,42427824
2016,5,23,21,30,40.777016,-73.96372,42438485,42440397
2016,5,23,15,30,40.749752,-73.8638,42870423,42870426
2016,5,20,16,0,40.8313,-73.84458,42751222,42751218
2016,5,17,8,15,40.619373,-74.1642,447589010,60649828
2016,5,26,15,18,40.619373,-74.1642,447589010,60649828
2016,5,30,22,0,40.741222,-73.78433,42889499,42832820
2016,6,1,22,50,40.66575,-73.97923,42487583,42510722
2016,5,14,3,0,40.707798,-73.849,42794695,42834628
2016,5,22,22,0,40.706665,-73.739296,42894118,42928213
2016,5,19,0,0,40.757095,-73.82898,42819692,42876360
2016,5,14,23,30,40.824207,-73.858795,42742095,42768960
2016,5,30,9,40,40.819572,-73.95175,561035350,42442604
2016,5,24,2,30,40.731655,-73.98554,42436942,42436941
2016,5,23,18,12,40.792183,-73.968025,42443373,42436985
2016,5,11,13,30,40.742367,-73.722,42843958,42812742
2016,5,10,16,55,40.707893,-73.8732,461040002,461039989
2016,5,18,14,30,40.700108,-73.95383,42492065,5368768968
2016,5,26,17,35,40.764896,-73.97256,4347534783,4347534767
2016,5,12,18,41,40.812386,-73.92469,42743421,42768489
2016,5,26,13,20,40.758686,-73.98533,42435675,42439990
2016,5,15,21,40,40.674553,-73.99967,42497691,42478289
2016,5,20,22,0,40.776855,-73.96334,42440397,42446021
2016,5,28,23,47,40.826527,-73.822044,42747638,42747980
2016,5,12,9,0,40.826855,-73.922676,42748152,2411416838
2016,5,28,18,0,40.757328,-73.734146,42858473,42858476
2016,5,11,16,0,40.75885,-73.71859,42829706,944462225
2016,5,26,15,59,40.598206,-73.96211,42517198,42534856
2016,5,17,9,0,40.829185,-73.928764,2829219659,5335109928
2016,5,23,19,50,40.70879,-74.00086,278608420,42422283
2016,5,20,20,16,40.888992,-73.8892,481201523,42737903
2016,5,28,4,0,40.86074,-73.895386,42765905,42765908
2016,5,25,22,23,40.7861,-73.93965,42427009,3631837584
2016,5,26,9,45,40.75384,-73.98572,42428277,42430324
2016,5,12,0,40,40.689144,-73.86763,42920298,42814910
2016,5,31,14,20,40.730137,-73.862366,42835454,277030943
2016,5,27,6,52,40.68092,-74.00511,373867809,2808444222
2016,5,23,18,40,40.67102,-73.74893,5436369628,5436369668
2016,5,13,17,45,40.70894,-73.89841,42807108,42807109
2016,5,23,13,24,40.73046,-73.9515,2987758879,5052125058
2016,5,30,10,0,40.63847,-73.74147,279187754,279203205
2016,5,28,10,0,40.66662,-73.835464,455884701,455884707
2016,5,18,10,25,40.80662,-73.9566,42440122,42447326
2016,5,21,15,30,40.761982,-73.87896,42874201,42874203
2016,6,2,16,50,40.639137,-74.02177,598321907,1372888825
2016,5,26,12,40,40.74121,-73.83737,106658397,106657384
2016,5,11,14,15,40.80906,-73.90755,42766931,42768279
2016,5,13,14,20,40.696217,-73.7436,42805600,42890063
2016,5,15,4,55,40.750717,-73.85877,42858084,42870433
2016,5,19,17,15,40.63474,-74.11118,42994860,42996852
2016,5,29,19,0,40.68446,-73.806404,457013870,457013878
2016,5,28,0,7,40.750538,-73.93981,592643533,276204253
2016,5,18,21,0,40.717594,-73.99634,42440804,42445606
2016,5,11,12,30,40.830257,-73.914856,42756645,42756648
2016,5,17,14,45,40.665916,-73.92547,42503878,42503884
2016,6,1,8,20,40.760925,-73.99454,42430680,42443563
2016,5,17,17,0,40.73528,-73.95847,42520825,42520827
2016,5,17,15,45,40.75458,-73.99915,42446668,42437670
