year,month,day,hour,minute,lat,lon,node_1,node_2
2017,5,14,14,15,40.718315,-73.995926,42445606,42452056
2017,4,27,16,40,40.678417,-73.729225,42805947,42805952
2017,5,12,13,50,40.602295,-73.752174,42841738,42881642
2017,4,22,13,16,40.81831,-73.88558,42735285,42719839
2017,5,10,7,0,40.82851,-73.88012,42760353,42760356
2017,4,28,15,0,40.57529,-73.97655,2377652144,2377652109
2017,4,29,0,0,40.677887,-73.89796,597773116,597773093
2017,5,4,15,0,40.8444,-73.90159,573401827,103076785
2017,4,29,14,25,40.827423,-73.836754,42721199,103187271
2017,4,29,7,0,40.844303,-73.82509,42768091,42768096
2017,5,5,11,59,40.624104,-73.9177,42493984,42493987
2017,5,5,15,25,40.726376,-73.76624,42804963,42790859
2017,5,7,13,25,40.8262,-73.821686,42747974,42747980
2017,5,14,15,51,40.68775,-73.79039,42889888,42889891
2017,5,5,22,30,40.581264,-74.11221,42953203,42975699
2017,5,11,20,10,40.76459,-73.75873,3789687872,42803679
2017,5,15,22,35,40.65686,-73.8393,42886442,42874477
2017,5,12,13,0,40.87647,-73.87058,42722100,42722093
2017,5,3,18,45,40.633972,-74.00426,42460956,2620907645
2017,5,11,9,35,40.608204,-73.920715,42491940,3527276327
2017,5,13,16,0,40.698566,-73.769585,42890994,42890999
2017,5,12,18,0,40.65249,-73.92179,42473385,1942053799
2017,5,2,19,0,40.601128,-73.997086,42491264,42515384
2017,5,4,22,40,40.86074,-73.895386,42765905,42765908
2017,5,8,20,0,40.65764,-73.94162,42467490,42475534
2017,4,25,19,45,40.506756,-74.23307,42959589,42989122
2017,5,13,8,0,40.778477,-73.98546,42430989,42431000
2017,5,6,21,30,40.74026,-74.005875,4557517555,42429412
2017,5,1,0,0,40.74751,-73.87679,42898096,42888084
2017,5,7,4,15,40.698032,-73.79599,42826535,42811784
2017,5,9,9,15,40.769478,-73.98089,42421969,42435250
2017,5,10,17,30,40.762978,-73.83198,42876335,274304552
2017,5,13,2,50,40.69009,-73.93648,42501272,42466962
2017,5,12,18,10,40.61132,-74.114716,59059478,42944036
2017,5,11,18,30,40.828407,-73.9085,42730093,42730090
2017,4,27,18,0,40.665462,-73.81858,455883663,528909156
2017,4,28,16,15,40.706367,-73.925354,42504160,42504162
2017,4,21,10,3,40.58066,-73.97604,42480600,42504968
2017,5,3,10,18,40.63461,-73.96901,42512275,42512276
2017,4,28,9,15,40.76657,-73.8174,42836805,42887192
2017,5,14,10,20,40.666306,-73.79171,455493219,455492772
2017,4,22,17,20,40.7429,-73.99281,42430271,42437890
2017,5,15,10,40,40.73566,-73.91521,42825308,597294481
2017,5,3,16,25,40.764107,-73.96682,42459114,42447030
2017,5,8,15,30,40.711823,-73.83612,3324555387,3324555390
