year,month,day,hour,minute,lat,lon,node_1,node_2
2022,1,7,11,0,40.74355,-73.958405,42852827,42866850
2022,1,6,19,18,40.73503,-73.97974,42438463,42439181
2021,1,7,15,25,40.753925,-73.99761,42434427,42437663
2022,1,6,14,50,40.827675,-73.8409,42719688,596478924
2021,12,24,19,5,40.725773,-73.9948,42445511,1692433916
2022,1,7,22,0,40.850643,-73.93737,42427190,42430951
2022,1,7,17,30,40.88619,-73.857994,42762679,42769127
2022,1,7,1,20,40.766155,-73.89226,106074504,106135362
2022,1,7,16,0,40.704876,-73.95571,42490957,42482178
2022,1,7,15,0,40.838192,-73.91228,2408364029,2408364031
2022,1,6,15,42,40.709007,-73.832634,42868160,42916510
2022,1,5,18,50,40.666294,-73.89445,42495641,42511307
2022,1,5,7,0,40.690453,-73.91176,42490683,42486793
2022,1,5,10,50,40.688786,-73.98358,42466438,42502404
2022,1,5,17,22,40.646664,-74.088936,42953531,43022383
2022,1,7,5,10,40.739586,-73.8737,42836272,42836280
2022,7,1,14,0,40.637638,-74.16127,42986501,42998654
2022,1,5,20,35,40.823135,-73.88225,566379402,1369722090
2022,1,4,16,35,40.600838,-73.98125,42488377,42495124
2022,1,5,7,0,40.89276,-73.85256,42741794,42753722
2022,1,7,8,4,40.78459,-73.94198,3631837584,42433377
2022,1,6,10,35,40.710705,-73.76346,42865719,42865724
2022,1,5,16,30,40.707264,-73.90792,42810452,42806587
2022,1,6,16,50,40.691914,-73.88363,42798309,1398903719
2022,1,5,8,7,40.812737,-73.93762,42437928,589927967
2022,1,6,17,0,40.630886,-73.92219,42467752,42524239
2022,1,6,12,0,40.818913,-73.893555,42765717,42766975
2022,1,6,19,55,40.65661,-73.93091,42494701,42494706
2022,1,7,10,40,40.624653,-73.99933,42501091,42524837
2021,12,25,14,37,40.652294,-73.95625,552188616,42484796
2022,1,5,16,53,40.86815,-73.88437,42755134,42772857
2022,1,7,21,27,40.707294,-73.85064,42794695,42834628
2022,1,7,8,57,40.668507,-73.92561,42474833,42474834
2022,1,5,5,45,40.614246,-74.15379,60649174,60649177
2022,1,3,14,0,40.694214,-73.95932,42469374,42494539
2022,1,5,10,45,40.811092,-73.89335,5430172318,42747828
2022,1,5,6,30,40.883648,-73.8952,42756607,42756617
2022,1,5,12,34,40.788795,-73.93755,371209940,371239958
2022,1,6,9,45,40.84089,-73.89817,42754941,42757849
2022,1,5,18,4,40.63524,-73.967636,42475851,42489139
2022,1,5,22,15,40.596054,-73.99725,42477938,42493756
2022,1,7,19,0,40.87146,-73.86827,42742790,42742793
2022,1,7,17,10,40.63323,-73.964806,3514060782,42472428
2022,1,6,18,40,40.864655,-73.813866,42772379,65477451
2022,1,5,7,10,40.9049,-73.849144,42755012,42755015
2022,1,5,15,21,40.822235,-73.88746,596366293,588114431
2022,1,6,13,0,40.842976,-73.844826,42735452,42745340
2022,1,6,12,13,40.570465,-74.10977,42988503,4202699381
2022,1,7,23,30,40.591446,-74.145454,42949278,43001830
2022,1,5,9,55,40.655037,-73.935585,42467324,42467325
2022,1,7,0,0,40.65741,-73.72839,42857008,2541848568
2022,1,7,7,9,40.586308,-73.96943,42531607,42535920
2022,1,5,18,28,40.789783,-73.81419,42836703,42936577
2022,1,7,16,0,40.62359,-74.025055,42492457,42465586
2022,1,6,16,29,40.638866,-73.886314,42492735,42508553
2022,1,6,18,30,40.607838,-74.0872,42973373,4572268673
2022,1,5,0,20,40.896614,-73.860954,471225116,42722087
2022,1,7,7,30,40.63456,-73.96909,42512275,42512276
2021,12,31,0,20,40.69733,-73.76202,42884079,1411748167
2022,1,5,15,56,40.83341,-73.91301,42735854,42742441
2022,1,5,17,20,40.648907,-74.01514,42465939,42466774
2021,12,31,9,29,40.88263,-73.839516,42770409,1348697630
2022,1,1,22,31,40.78809,-73.98271,61261104,61269400
2022,1,5,8,8,40.551292,-74.150375,42947284,42971517
