year,month,day,hour,minute,lat,lon,node_1,node_2
2017,8,2,14,13,40.7007,-73.98869,42519812,42492409
2017,8,16,15,20,40.809048,-73.92856,42747180,595801156
2017,8,19,16,0,40.68013,-73.84688,42838661,42838664
2017,8,2,16,0,40.635258,-73.92745,42515792,42521001
2017,8,12,2,30,40.621826,-74.12979,42977328,42984409
2017,8,15,14,50,40.70918,-73.81916,42868327,1934654565
2017,8,21,13,8,40.70978,-73.82043,280637036,42789391
2017,7,30,7,45,40.7054,-73.77293,42811261,5411416270
2017,8,21,19,0,40.660786,-73.93982,42467111,42467104
2017,7,30,0,51,40.77428,-73.957306,42436919,42450015
2017,8,13,13,15,40.747574,-73.76147,1930487419,42873132
2017,8,22,16,55,40.759293,-73.968254,42448379,42443615
2017,8,21,8,8,40.711777,-73.99219,42437481,3212472790
2017,8,12,16,50,40.894955,-73.84349,42753755,42766634
2017,8,10,0,0,40.83451,-73.84039,42735353,42755207
2017,7,31,17,50,40.59589,-74.085884,42958607,5031288131
2017,8,14,11,5,40.63321,-73.994,42524007,42524015
2017,8,14,8,15,40.792263,-73.79332,471826416,492882163
2017,8,12,4,35,40.82325,-73.88277,42753468,42753465
2017,7,30,14,10,40.79926,-73.97489,254484327,61261100
2017,8,16,11,15,40.806828,-73.93432,42424761,42424758
2017,8,19,13,30,40.741665,-74.00114,42435603,42439280
2017,8,16,9,0,40.722977,-73.982765,42437346,42455083
2017,8,9,19,15,40.605568,-74.03118,448096474,448096482
2017,7,30,21,0,40.66283,-73.92615,42497493,42497496
2017,8,12,19,30,40.707573,-73.74408,42914605,42914611
2017,8,16,8,0,40.825455,-73.84954,42757399,42771243
2017,7,29,16,0,40.56781,-74.112434,4202699377,4202699378
2017,8,8,12,0,40.723858,-73.87056,42861860,5118592263
2017,8,6,7,0,40.649094,-74.01694,42496078,42506239
2017,8,1,17,0,40.694756,-73.96913,42471785,42500046
2017,7,30,20,15,40.74641,-73.95032,42843270,42826864
2017,8,9,21,0,40.639053,-73.9213,3611735253,3611735251
2017,8,23,6,0,40.605743,-73.898674,452269975,452270004
2017,8,17,11,0,40.632164,-74.166336,42952118,42971120
2017,8,10,10,39,40.821033,-73.887115,42756314,42756319
2017,8,7,15,0,40.590214,-73.9733,42488082,42519346
2017,8,11,8,45,40.830563,-73.92727,42732922,595786268
2017,7,30,20,12,40.73726,-73.930595,42832531,42896796
2017,8,10,8,50,40.733536,-73.87035,2089937970,2089937981
2017,8,5,10,0,40.700497,-73.90021,42827674,42844959
2017,8,15,17,23,40.585407,-73.97443,42534001,1773303233
2017,8,13,4,0,40.728947,-73.92793,476025199,488264215
2017,8,19,18,10,40.840145,-73.932526,60925389,1764424345
2017,8,4,12,45,40.767963,-73.91169,42842479,42912771
2017,7,30,13,0,40.676144,-73.90524,597748777,597748783
2017,8,3,10,0,40.846565,-73.92589,42749016,60923008
2017,8,14,0,0,40.764645,-73.97794,42430384,42440022
2017,8,7,6,0,40.538647,-74.17161,42964635,42992205
2017,7,30,11,30,40.79801,-73.827065,596478764,274184604
2017,8,19,16,50,40.706966,-73.817116,42911542,42911548
2017,7,31,15,5,40.7056,-73.937584,42479987,42501140
2017,8,13,14,15,40.832645,-73.85122,42735337,42735334
2017,8,14,9,20,40.70213,-73.80445,42822559,42822563
2017,8,7,15,40,40.764053,-73.8422,42790433,42871478
2017,8,6,18,0,40.73421,-73.71252,42808910,42808912
2017,8,22,8,15,40.708485,-73.72738,279178078,279178074
2017,8,10,17,16,40.89845,-73.85431,42730689,42730691
2017,7,31,7,30,40.66607,-73.82882,42868615,42885572
2017,8,11,16,51,40.596054,-74.088295,42957049,42958593
2017,8,2,20,22,40.753693,-73.92879,42815824,42815829
2017,8,17,17,0,40.803844,-73.91444,42719500,42728721
2017,8,7,11,0,40.669857,-73.95051,42474819,1259822844
2017,8,20,1,0,40.553535,-74.21145,447778677,447778699
2017,8,22,9,45,40.607777,-73.96249,42470996,42470999
2017,8,13,17,12,40.720005,-73.78463,461236241,461232930
2017,8,4,13,30,40.586494,-74.092125,5031286591,5031288159
2017,8,7,18,30,40.61292,-74.13077,42962584,42977400
2017,8,6,16,15,40.8913,-73.8507,42741800,42741804
2017,8,2,4,30,40.74965,-73.98947,42430298,4461990857
2017,8,19,20,0,40.6256,-74.03608,42488767,42514329
2017,8,12,15,0,40.620663,-74.167145,60649828,60649831
2017,7,31,22,15,40.770954,-73.91855,42796436,588175755
2017,8,22,18,38,40.78542,-73.98399,42422545,42423331
2017,8,1,14,15,40.78566,-73.855095,42788270,42858062
2017,8,16,10,30,40.770714,-73.73632,42917572,42929971
2017,8,10,21,0,40.81312,-73.965294,42424937,42424698
2017,8,9,9,16,40.680225,-74.00481,42478146,3574731739
2017,8,1,8,0,40.717793,-73.90967,597676720,597676852
2017,8,5,12,0,40.66278,-73.88086,1942054937,1942054941
2017,8,8,9,45,40.758965,-73.95819,276204253,42423579
2017,8,2,12,55,40.731773,-74.001175,42429701,42429700
2017,8,13,21,0,40.6533,-73.74597,42832217,42925375
2017,8,19,10,0,40.754986,-73.74535,39076504,462122450
2017,7,30,4,15,40.69687,-73.76891,42908176,42927815
2017,8,12,23,15,40.608757,-74.038086,411566447,598365272
2017,8,8,11,10,40.855927,-73.89478,42770534,42763696
2017,8,14,0,30,40.828575,-73.94573,561035366,42442635
2017,8,13,16,40,40.686367,-73.929756,42489066,42473272
2017,8,18,14,46,40.617123,-73.98524,42519494,42524857
2017,8,14,7,52,40.68777,-73.98701,42492219,42497784
2017,7,29,5,45,40.706867,-73.7908,5137373497,42822620
2017,8,22,17,39,40.7014,-73.816315,42829089,42857898
2017,7,30,22,8,40.655067,-73.73155,42834521,42895372
2017,8,8,23,35,40.712006,-73.75811,42816715,42865751
2017,8,3,14,0,40.878914,-73.87372,42734127,42739325
