year,month,day,hour,minute,AM/PM,lat,lon,node_1,node_2
2017,12,1,11,42,AM,38.99358167,-77.03259833,1156497279,461080320
2018,4,29,2,45,PM,39.13031833,-77.201545,5388836173,5388836135
2015,10,3,1,45,PM,39.08069,-77.144395,49291762,3722194587
2019,1,8,8,25,AM,39.08614542,-76.94553123,869770101,869770106
2019,4,22,11,15,AM,39.02095667,-77.13721,1258102768,3705231626
2019,4,12,3,16,PM,39.11171,-77.18708167,341539842,341504046
2019,5,3,3,25,PM,39.09488667,-77.09141167,49178758,49245363
2016,3,25,1,48,PM,39.14372333,-77.06744,49234601,49179777
2017,8,23,6,54,AM,39.263495,-77.149975,49176998,49223359
2016,3,6,11,7,AM,39.0151408,-77.08899379,49283821,49287088
2015,3,23,7,8,PM,39.05176667,-77.106615,1568728966,1568729024
2018,4,6,3,0,PM,39.05289833,-77.05127167,49159499,49159501
2016,4,23,11,10,PM,38.99861667,-77.07700667,2921295588,49248682
2018,8,20,5,45,PM,39.04929,-77.05177667,582342442,582342425
2015,11,25,6,22,PM,39.01576667,-77.04080167,49177091,49177093
2016,5,6,2,44,PM,39.20416333,-77.20707,49152151,49157172
2018,1,2,3,32,PM,38.97483789,-77.0770821,49183972,2146603006
2016,6,7,8,18,AM,39.08217833,-77.07970833,49257997,49257995
2015,1,28,9,28,PM,39.14675167,-77.192375,49226432,49301753
2015,1,22,3,47,PM,39.08075333,-77.16183167,1688032854,49186318
2018,6,25,11,57,AM,39.02161117,-77.1027555,49291649,5192106543
2015,1,22,10,59,AM,39.10776167,-77.18088833,49250376,900041590
2019,5,5,8,30,AM,39.03488414,-77.03668445,49187974,49191877
2016,4,13,4,49,PM,39.17137333,-77.27747167,49171158,49171164
2018,11,27,5,45,PM,39.14467667,-77.22584333,49228205,49235856
2015,10,29,4,32,PM,39.18017167,-77.23841,49148855,49177580
2018,12,23,9,49,AM,39.11803667,-77.25475667,1400564016,1170540370
2015,5,27,5,38,PM,38.991375,-76.99401,49173189,393448911
2019,3,3,4,57,PM,39.03985333,-76.99000667,49164261,1571526324
2018,9,17,11,11,AM,39.01161333,-77.04144,49280509,293052533
2016,12,28,10,27,AM,39.04845,-77.10205667,49238722,1351945922
2018,4,17,7,22,AM,39.01378201,-77.0537281,49167516,575337838
2017,4,28,7,14,PM,39.05939667,-77.04759333,49159271,49285921
2017,7,12,9,20,AM,39.03905083,-77.13959367,49219853,49327495
2018,3,12,3,58,PM,39.0387725,-77.07639017,49214699,49244245
2016,11,29,7,1,PM,39.05506,-77.08417833,49358119,49199048
2018,2,21,4,40,PM,39.07849667,-77.07981833,582599945,582374713
2016,6,8,9,6,AM,39.02047667,-76.97974333,667224645,2504520260
2015,3,19,4,17,PM,39.01603276,-77.20591664,49173965,49173967
2017,5,3,9,15,AM,39.14592333,-77.14501,49188522,49188534
2015,8,13,5,34,AM,39.14793475,-77.21824408,1384574541,290052722
2017,7,4,5,25,AM,39.14972667,-77.21465167,290052723,903707557
2017,4,12,5,26,PM,39.03052167,-77.105315,3599637013,3599637022
2015,3,9,9,16,PM,39.03805333,-77.14357167,49162060,49250389
2016,12,3,9,18,AM,39.01250333,-77.00303833,49282627,49321806
2017,10,24,7,47,AM,39.03659167,-77.03051833,49324311,555794751
2017,1,30,9,14,AM,39.00871167,-77.105785,49198174,49198176
2015,11,12,3,38,AM,39.12467667,-77.11552833,49188438,4042885886
2016,8,25,3,28,PM,39.05871833,-77.11096667,49300636,2477178644
2018,9,11,6,50,AM,38.999935,-76.99090333,723642984,3672824833
2018,6,5,6,0,PM,39.015554,-76.97970917,49198206,49222349
2016,5,25,11,49,AM,38.97921333,-77.13193167,293560938,293561047
2017,2,23,2,42,PM,39.01246333,-77.00213333,49190482,554979999
2015,3,26,11,1,AM,39.24063,-77.18319167,49179065,49179080
2019,2,1,1,5,PM,39.06432333,-77.02912833,49145713,49218104
2015,2,21,1,12,PM,39.14922667,-77.20991833,903709860,903710821
2016,1,12,5,45,PM,38.99393,-77.05198333,49267169,49267193
2017,7,5,9,15,PM,39.04955333,-77.11380667,2519218319,2519218298
2017,10,28,3,14,PM,39.119165,-77.18172333,900042032,900043425
2015,1,28,9,19,AM,39.08162833,-77.13380167,49205848,49283702
2017,12,11,12,28,PM,39.03751667,-77.05634833,555785247,555765813
2017,6,29,5,50,AM,39.28855139,-77.20187992,49179213,1165516886
2015,11,12,7,25,AM,39.01321833,-77.04168,293001981,49149474
2017,9,21,5,29,PM,39.27742333,-77.32524,49135671,1195778619
2015,9,9,12,4,PM,39.10994167,-77.18672667,1384574460,1384574487
2016,3,30,2,36,PM,39.09493876,-77.11243629,49188263,599164297
2018,5,3,8,33,AM,39.20264721,-77.24565357,1065063738,1065063849
2015,10,6,10,49,AM,38.97756667,-77.09194,1324521424,3659187292
2017,3,15,5,49,AM,39.064685,-77.03790667,1193745298,1193745277
2019,5,14,8,10,AM,39.15697388,-77.19195168,1170524271,1650280031
2015,8,22,8,5,AM,39.08756,-77.080005,49234390,49271195
2018,6,17,12,39,PM,39.02657543,-77.02041373,555798107,555797829
2016,7,30,2,3,PM,38.965295,-77.107785,49175830,49250222
2015,5,17,4,29,PM,39.12052198,-77.18019962,900043423,900043425
2015,6,5,4,48,PM,39.24420667,-77.28711,49192389,1567901503
2018,7,2,7,25,PM,39.12997333,-77.162625,49140595,1934205828
2018,10,3,9,55,AM,39.07440412,-77.13535702,3781575915,3781575920
2019,4,16,8,57,AM,38.99941667,-77.02606833,49219131,49274408
2017,7,20,9,31,AM,38.997875,-77.10936833,293562686,293562740
2015,7,21,9,44,AM,39.109615,-77.075785,582343407,1070129712
2016,2,2,7,12,AM,39.16195,-77.23468667,680579548,31471468
2018,8,4,10,49,PM,39.00033167,-77.07892,49165118,5354229906
2018,7,24,3,30,PM,39.05321167,-77.10748833,49300617,49305334
2016,6,4,8,47,AM,39.07550333,-77.00169333,797787202,49190464
2015,1,9,4,3,PM,39.10029833,-77.14032333,49163090,49251504
2017,10,4,11,52,AM,39.119416,-77.171434,600642983,1830699096
2016,12,18,2,39,PM,39.02182833,-77.144015,49139832,1258102957
2016,12,13,8,38,AM,39.08743667,-77.15141833,1765699064,1765699063
2018,12,22,3,0,PM,39.04306,-76.97231,49242511,5500359492
2017,9,3,11,45,PM,39.14965833,-77.20527333,903707578,49210835
2016,5,18,3,34,PM,39.14216333,-77.40737,49286591,3728819407
2017,3,13,7,49,PM,39.07543188,-77.13722661,599164246,49171913
2015,4,21,9,4,AM,39.01947833,-77.04444333,49164353,49164364
2018,6,26,3,6,PM,39.12097147,-77.17925817,341504070,900043425
2018,2,5,11,55,AM,38.99976833,-77.025695,49219131,49274408
2015,12,19,2,2,PM,39.00867667,-77.08039167,293011370,4963694708
2017,10,13,10,20,AM,38.98487433,-77.09262013,49267298,49267303
2017,4,22,10,44,AM,39.04011333,-76.99083833,667224550,667224549
2016,6,8,11,2,AM,39.13953333,-77.20526333,1065042203,1616552717
2018,1,12,7,0,PM,38.98039371,-77.09750846,49167728,49223891
2018,11,18,11,59,AM,39.01891667,-76.97656,49131479,49289345
2019,4,16,1,45,PM,39.05019,-77.07220333,49179400,1184915036
2016,7,7,11,10,AM,39.07814,-77.08062833,49257995,49257985
2015,9,8,10,34,AM,39.02220833,-77.10315333,5192108208,5192108204
2015,9,5,3,15,PM,39.10971167,-76.99676333,797787296,797787310
2018,8,13,2,0,PM,39.11958973,-77.24573135,49230542,49303917
2015,9,20,1,21,PM,39.15056395,-77.19268799,903710775,1652144583
2018,1,3,7,59,AM,39.14238167,-77.22049333,1170540682,1170540671
2018,5,31,7,10,AM,39.00883617,-77.040604,1036510422,1080003575
2019,2,3,12,51,AM,39.04503167,-77.26079333,49173877,49174376
2018,11,10,9,56,AM,39.049625,-76.95253,1348847224,2390987766
2018,2,15,5,0,PM,39.16405333,-77.16686333,49160759,1761617792
2017,9,22,10,46,AM,39.05141848,-77.07477808,582374851,582374663
2016,7,19,9,37,AM,39.075485,-77.11740667,900908955,5343127375
2016,10,29,9,49,AM,39.22824833,-77.26582667,49334389,49334394
2016,11,7,6,15,PM,39.03347667,-77.02358,49154751,49161736
2018,3,28,12,45,PM,39.05776703,-77.08462715,1193761469,900915346
