year,month,day,hour,minute,AM/PM,lat,lon,node_1,node_2
2018,12,29,2,30,PM,39.03958333,-77.052515,49147597,49189885
2015,9,29,11,59,AM,39.05566667,-76.956015,49159632,49274512
2015,5,20,2,3,PM,39.04434667,-77.04781167,49173304,49178617
2017,12,22,10,2,PM,39.14217667,-77.11946167,49177698,49177700
2017,11,24,1,34,PM,39.05481667,-76.973285,1129161516,49229650
2022,11,14,2,35,PM,38.99111167,-77.097395,49167682,49318375
2016,4,18,7,24,AM,39.035605,-76.99740333,49164243,49247296
2017,3,1,7,12,PM,39.07568279,-77.13753238,599164246,49171913
2017,9,4,2,53,PM,39.142345,-77.22022167,1170540671,2083722253
2016,5,3,6,10,PM,39.16315833,-77.28294167,1170553424,49171165
2018,12,18,7,50,AM,39.1967555,-77.25795483,1065081879,1065081715
2015,6,4,7,17,PM,39.02719333,-77.07788833,49242471,49242476
2016,3,20,4,0,PM,38.981385,-77.09969333,49223891,49223895
2017,6,17,4,44,PM,39.052425,-77.05106333,49264191,582343757
2016,12,31,1,39,PM,39.12272356,-77.17770249,341520855,2120331274
2017,12,21,5,49,PM,39.14626167,-77.228755,49223998,49228205
2017,8,7,7,18,AM,39.04959833,-77.10307,49233456,49233464
2016,10,28,8,37,AM,39.09704333,-77.19506333,2276791854,900040874
2016,9,6,7,33,AM,39.0845359,-77.13541344,49254624,599164262
2015,11,18,6,51,PM,39.18783167,-77.18696667,49129256,49129274
2016,3,11,3,29,PM,39.21541167,-77.25208167,49266641,49341692
2017,11,28,7,27,PM,39.09925393,-77.10027248,599164301,599164307
2018,5,13,11,50,PM,39.109035,-77.23699333,1170540269,1170540320
2017,5,18,9,22,AM,39.10043333,-77.09682333,49245341,49226077
2015,5,12,9,1,AM,39.08706,-77.15343333,3781578590,5055050518
2019,2,4,7,9,AM,39.099365,-77.17882167,1934205783,49142102
2019,3,31,10,59,AM,39.08252,-77.16230667,49300050,49356735
2016,12,29,11,7,PM,39.09969,-76.942785,49208176,49208182
2017,3,15,6,52,PM,39.08774,-77.0867,49166612,49238782
2015,12,22,5,17,PM,39.08417667,-77.158485,49257353,245150769
2015,3,7,12,0,AM,39.06624333,-77.087375,49264991,49277490
2017,10,31,11,9,AM,39.022945,-77.14884,2562060448,3719393229
2018,7,12,12,20,PM,39.08121967,-77.144523,49259455,49290095
2017,8,26,2,50,PM,39.13874333,-77.17974167,49178782,1723148719
2017,8,2,1,38,AM,38.99025333,-77.02452167,49159122,49187331
2017,3,13,4,11,PM,39.11857667,-77.26312667,49194071,49265335
2015,10,16,8,40,PM,39.1105,-77.036975,49166533,49242855
2017,7,17,5,41,PM,39.03075,-77.12649833,49307922,290757708
2015,1,15,10,14,AM,39.030995,-77.00472667,49322091,49184657
2018,3,14,10,15,PM,39.113225,-77.01360833,49168110,49365878
2018,5,23,8,31,AM,39.24718167,-77.12181167,49144729,4042840715
2016,5,3,3,28,PM,39.10515485,-77.15728283,49166250,5345018167
2016,7,28,11,35,PM,39.148425,-77.14704167,341509327,1104188666
2018,2,10,4,0,PM,39.0803406,-77.07909107,582374713,5349024801
2017,5,5,6,33,AM,39.06591333,-77.03420833,1019539143,3494305676
2016,11,15,8,25,AM,39.03345833,-77.12135833,49167566,49285380
2019,1,16,4,15,PM,39.06434667,-77.040695,49248435,49248445
2018,10,14,8,56,PM,39.12592333,-77.245835,4094694095,4094694097
2019,1,15,7,6,PM,39.09068667,-77.04667167,1193728046,1911172174
2015,5,25,6,57,PM,39.033685,-77.00231833,49164226,49229598
2017,1,18,8,43,AM,39.05447,-77.14165333,49135231,49145925
2015,7,8,1,15,PM,38.99227122,-77.02745318,49273079,860161817
2018,6,11,3,0,PM,39.12663,-77.18279667,1639977987,1639978015
2016,7,9,7,39,AM,39.18527,-77.24493667,3562451995,49363323
2018,5,12,3,20,PM,39.26035167,-77.22306833,49163308,49229018
2017,4,25,2,8,PM,39.174705,-77.261325,838296327,49315217
2018,8,30,8,5,AM,39.11575833,-77.16604,49162986,1838191027
2015,11,2,4,43,PM,39.05594667,-76.97129833,49229650,1129161510
2016,4,27,7,0,AM,39.22746167,-77.23670667,49196704,49260574
2015,8,27,4,56,PM,39.095285,-77.11229333,599164297,599164299
2017,5,14,12,13,AM,39.0862254,-77.15083882,49276855,1765699064
2018,1,8,2,28,AM,39.09431426,-76.997509,49243145,797787232
2019,1,3,10,0,AM,39.15242,-77.06425167,779147515,49330931
2018,12,13,6,57,AM,39.007745,-77.040125,860162034,49316067
2015,1,9,2,8,PM,39.10887667,-77.21252333,869820363,869820367
2017,4,24,3,49,PM,39.10134,-77.29360333,49194002,49194589
2019,5,19,6,50,PM,39.17469333,-77.24824667,1065055421,838296354
2015,1,13,3,3,PM,39.29622833,-77.20399667,49260754,49260757
2018,12,11,5,20,PM,39.109424,-77.08148983,1433564878,1170480812
2018,12,7,9,30,AM,39.137375,-77.20552,49211996,1639990337
2019,3,9,4,45,PM,39.01744167,-77.03745833,49229793,49274646
2015,8,28,11,57,AM,39.178435,-77.24196667,838296381,1065055421
2019,4,17,1,28,PM,39.08012883,-77.07951117,582374713,5349024801
2016,7,4,6,57,AM,39.08467833,-77.30523,49284436,49284446
2018,10,24,5,44,PM,39.08045,-77.07643,582374713,5349024801
2018,2,5,5,55,AM,39.07835008,-77.06811011,49276054,582342931
2017,6,15,3,35,PM,39.05263491,-77.05120683,49159499,49159501
2016,7,16,12,39,AM,39.06932833,-77.10474333,49269087,900915504
2017,8,1,7,30,PM,39.18413667,-77.24065833,674555954,1065055445
2019,5,2,4,12,PM,39.07875996,-77.07245021,582343843,5349024794
2018,2,27,12,0,PM,39.08426333,-77.13637167,49300738,49327236
2017,1,10,12,8,PM,39.16035833,-77.26798,49202063,49205408
2017,9,20,6,50,AM,39.07108714,-77.09963679,49269068,3674099438
2019,5,4,1,18,PM,38.99432,-77.09613333,5191507383,5191507390
2015,10,8,8,50,PM,39.006885,-77.15313,292416549,2507705407
2019,1,31,8,43,PM,39.05624833,-76.95432667,49234844,49274512
2017,3,8,8,31,AM,38.9779771,-77.09241629,2363123513,49299336
2016,1,8,7,8,PM,39.13928333,-77.17967833,49205379,295133401
2017,8,11,1,23,PM,39.05788667,-76.96888833,1295629347,911523967
2016,12,10,8,0,PM,39.02232,-77.14903667,3742148079,1258102988
2015,3,25,6,24,AM,39.169035,-77.26484333,869832265,869832089
2015,2,27,6,17,PM,39.008545,-77.01883333,329862944,667214898
2017,5,18,10,11,AM,39.0675415,-77.1581415,1934205764,49148750
2016,6,3,5,30,PM,39.050825,-76.95267167,49159644,1348847224
2015,1,6,6,10,AM,38.97877,-77.13016333,49189477,3622212658
2017,10,26,4,12,PM,39.14034613,-77.22313643,49282987,2066989001
2016,3,21,8,34,AM,39.00896667,-77.03919833,49133526,49316080
2017,2,4,11,46,AM,39.02074333,-77.01318833,555738398,553742245
2018,11,19,11,57,AM,39.14631333,-77.274695,869832372,869832343
2018,12,13,6,47,AM,39.20388667,-77.2073,49152151,49157080
2017,1,24,10,37,PM,39.16082167,-77.41888,49166943,49352292
2017,4,25,4,1,PM,39.14047833,-77.21200667,49144383,429848202
2015,7,15,3,40,PM,39.06934167,-77.161965,1934205763,1934205765
2017,11,6,3,30,PM,39.11665833,-76.99066,797787328,797787305
2017,10,6,11,6,AM,39.12077333,-77.175235,341521027,2049616963
2017,8,7,9,22,AM,39.04101,-77.19256667,49179829,49179835
2017,11,3,7,16,PM,39.039205,-77.05694167,1184915116,49299860
2018,6,2,6,29,AM,39.05679667,-76.94698167,49136590,49262057
2018,1,3,7,36,PM,39.11472,-77.15686333,49187473,49243989
2016,1,20,5,50,PM,39.01147667,-77.00122833,555107988,1458411184
2016,8,13,9,37,AM,38.96817638,-77.12820768,49316116,393454767
2018,11,16,8,28,AM,39.06774167,-76.98604833,49179757,4057589160
2018,9,27,2,0,PM,39.15076833,-77.02563167,49223745,49324728
2016,12,18,6,50,PM,39.15794,-77.192205,903704852,1564598497
2016,11,29,6,12,AM,39.053205,-77.05092833,49234298,49234292
2015,12,18,10,54,AM,39.15487667,-77.20687833,903709734,903709653
2015,2,22,10,23,AM,39.12209167,-77.24508167,49230542,49258913
2016,7,30,8,54,PM,39.08308,-77.078195,582374713,582374920
2017,2,28,12,41,PM,39.19384333,-77.221385,49175792,49211586
2019,1,11,2,45,PM,39.225106,-77.236841,49196704,49260574
2016,12,2,12,40,AM,39.11717167,-77.20458,341555853,869821124
2018,4,14,7,15,PM,39.01661737,-77.03216472,49177071,49342731
2015,3,23,3,20,PM,39.01135167,-77.001875,555107988,1458411184
2019,4,12,3,41,PM,39.06193167,-77.11628333,5343127326,5343127343
2018,2,17,10,24,AM,39.07546333,-77.084015,49239036,49239040
2019,5,26,11,0,AM,39.07216833,-76.988685,49229525,49242179
2015,3,29,6,30,PM,39.06570609,-77.03597188,49293518,1193745239
2016,2,19,7,30,AM,39.01813131,-77.07812145,49207621,49247525
2019,2,25,7,5,AM,38.99681667,-77.00239833,49251658,49272317
2016,1,19,1,9,PM,38.99907,-77.03152667,49219172,49234480
2016,11,22,7,50,PM,39.02920833,-77.22214833,49173922,49173938
2017,9,27,9,35,AM,38.99657667,-77.03653833,1441008475,567545287
2015,7,28,11,32,AM,39.15993176,-77.21725702,49130227,1650891906
2017,6,15,6,39,PM,39.24252167,-77.284825,49192389,1567901503
2017,9,18,8,9,AM,39.259085,-77.21535333,49154288,49321503
2017,6,8,8,23,AM,39.11089783,-77.1878815,1934205805,31471489
2019,3,27,3,0,AM,39.13697167,-77.20546667,49211996,1639990337
2015,5,27,4,3,PM,38.99363043,-77.026788,1156421107,860161831
2018,2,16,2,49,PM,39.14270667,-77.04777833,1413385962,3903818852
2016,5,8,11,44,AM,39.07931,-77.06761,49276054,582342931
2018,8,3,7,45,PM,39.01080883,-77.041486,49234438,860162043
2018,11,6,12,8,AM,39.15826483,-77.12970917,49346898,1670235083
2016,8,17,8,37,PM,39.15431833,-77.25432,49199253,49304608
2017,5,15,7,39,AM,39.02981,-77.05528167,49231295,49265458
2018,4,20,9,20,AM,39.080548,-76.94322917,49183802,49350632
2016,10,20,5,27,PM,39.24388833,-77.26339833,1566547954,1566551059
2017,5,31,7,17,PM,38.99704833,-76.99044,49157313,49312813
2015,3,8,1,1,PM,39.322815,-77.19736,1071646792,1079496939
2018,11,3,9,57,PM,39.18377333,-77.26152,429490398,1184040700
2015,3,3,11,45,AM,39.18955333,-77.18445833,903713030,49205945
2016,8,27,12,59,PM,39.2492293,-77.29990125,838253705,838252378
2016,10,14,11,19,AM,39.08198127,-77.14925766,290788457,290790287
2017,6,8,8,9,PM,39.00772667,-76.980075,667222089,667224577
2015,10,18,1,4,AM,39.01817833,-77.03149667,49177071,49342731
2019,3,5,10,10,AM,38.99993333,-77.10976667,293562602,293562674
2019,3,2,5,29,PM,39.05746833,-77.08724,49199051,49199055
2015,9,8,5,24,PM,38.99995833,-77.07724,5354229899,5354229906
2015,9,24,6,16,PM,39.276575,-77.27607667,49145535,49192249
2019,3,24,10,3,AM,39.00207333,-77.00603333,49155671,49237030
2015,3,28,5,15,AM,39.05651,-76.95291833,49129970,49248191
2015,11,25,2,53,PM,39.04009,-77.05571833,1184915405,1184915022
2018,12,11,6,0,AM,39.039185,-77.027595,49162469,49275071
2017,5,14,8,19,AM,39.167925,-77.20516333,1625532662,49224942
2017,5,31,1,50,PM,39.07937567,-77.13589917,900899367,49230428
