year,month,day,hour,minute,AM/PM,lat,lon,node_1,node_2
2019,9,26,7,20,AM,39.10351817,-77.15766933,900051589,599163452
2020,6,18,2,0,AM,39.15484667,-77.271245,49246221,49246225
2021,9,8,12,30,PM,39.02030267,-77.01143583,555120865,49321776
2020,4,19,3,39,PM,39.08006167,-77.097845,49178701,49273912
2020,4,20,9,15,AM,39.17523,-77.24109,49157942,49187425
2020,4,17,5,0,PM,39.140555,-77.19334667,49129174,49218161
2020,4,21,6,45,AM,39.066925,-77.154085,49298874,5342664552
2020,3,24,7,13,AM,39.13132667,-77.08323667,49232325,49232330
2020,4,16,12,8,AM,39.002137,-77.226225,49186310,49297052
2020,4,20,8,42,PM,39.09543625,-77.15317829,49170080,49367460
2020,4,17,6,0,PM,39.17738,-77.16893833,49176195,2063864636
2020,4,11,11,51,PM,39.13523,-77.12426667,49177678,2201883824
2020,4,20,10,0,AM,39.18446723,-77.2547078,648347899,648347909
2020,4,18,3,58,PM,39.20123667,-77.13600333,49189195,49205531
2020,4,20,8,42,PM,39.09543625,-77.15317829,49170080,49367460
2020,4,14,12,30,PM,39.03968779,-76.99044344,49197728,49164261
2020,4,21,1,58,PM,39.1139916,-77.16609296,49222020,49216182
2020,4,16,11,2,PM,39.03556205,-77.02591216,49162454,555795352
2020,4,22,7,21,AM,39.15657167,-77.26663167,49304620,49313943
2019,5,19,4,2,PM,39.0304337,-77.12576599,290757277,290048260
2019,5,17,5,40,AM,39.07335682,-76.95540285,49229667,1438381744
2019,6,1,3,43,PM,39.17807,-77.23985167,49187435,4137770594
2019,5,25,4,25,PM,39.11465662,-77.18594758,1828848599,1828848592
2019,5,31,11,0,PM,38.99674167,-76.99201167,49157300,49173204
2020,4,19,4,55,AM,39.07319167,-77.11165333,49277857,49269090
2020,4,18,10,5,AM,39.07494898,-77.11568647,842148738,4134782514
2020,4,13,9,51,PM,39.015898,-76.977678,667224556,667224568
2020,4,14,1,12,PM,38.9667,-77.11141,49156445,49220611
2020,4,14,1,12,PM,38.9667,-77.11141,49156445,49220611
2020,4,16,5,45,PM,38.9754896,-76.9951727,1156539157,49315686
2020,4,18,12,36,PM,39.0529995,-77.05125617,49159499,49159501
2019,5,31,7,29,AM,39.05358,-77.13818667,49167796,298135838
2020,4,8,7,45,AM,39.05254276,-76.96245732,49283356,49295509
2019,5,30,6,43,PM,39.16267167,-77.282835,1170553352,839512060
2019,5,31,9,39,AM,39.01392167,-77.04162333,293014444,293052514
2019,5,30,8,18,AM,39.1175449,-77.1885899,49178056,1828161550
2019,5,20,3,24,PM,39.01249167,-77.13315833,49224128,49143204
2019,5,12,2,0,PM,39.08504167,-77.07918667,582342970,49237492
2019,5,29,3,15,AM,39.032825,-77.061576,49202873,49202878
2019,5,28,9,30,PM,39.14210667,-77.19286333,49329610,1640413222
2019,5,30,1,0,PM,38.96325667,-77.08593833,2131554462,2131554474
2019,6,1,2,26,PM,39.18469167,-77.273815,49153257,1065063976
2019,5,30,10,28,AM,39.012285,-77.160135,49263876,49268081
2020,4,13,2,52,PM,39.06633167,-77.020765,1193752128,1193752127
2019,5,12,2,0,PM,39.08504167,-77.07918667,582342970,49237492
2019,5,31,11,0,PM,38.99674167,-76.99201167,49157300,49173204
2019,5,30,5,58,PM,38.999902,-77.04298567,49185498,49185501
2019,5,22,4,45,PM,39.15025775,-77.25101341,49291539,49304608
2019,5,24,5,10,PM,39.07148833,-77.01127333,49298726,1193752134
2019,5,31,2,20,AM,39.07959,-77.15298333,49211524,49238581
2019,6,2,6,50,PM,38.953,-77.338,49158576,49158643
2019,5,29,10,18,PM,39.14011333,-77.19561833,49159339,295136057
2019,6,1,3,43,PM,39.17807,-77.23985167,49187435,4137770594
