year,month,day,hour,minute,AM/PM,lat,lon,node_1,node_2
2017,4,6,11,30,PM,39.0570339,-76.96662068,49208224,49283344
2018,10,7,11,45,AM,39.15229667,-77.21177333,903707562,903707568
2015,6,15,6,30,PM,39.02978833,-77.12661833,290758568,49310590
2017,9,28,3,45,PM,38.98625036,-77.08927542,393464309,49267298
2017,11,13,8,7,AM,39.13501667,-77.18426,49221058,49305989
2016,9,17,9,30,PM,39.22223,-77.26004667,49165962,1568646386
2017,8,28,11,48,AM,39.11264667,-76.93304667,49167628,49217764
2017,10,30,6,50,PM,39.14108333,-77.13757833,49188504,49188508
2017,9,12,10,45,AM,38.98822188,-77.02379592,626142244,770805573
2019,3,30,3,52,PM,39.19829833,-77.245035,1065081810,1065081894
2018,8,28,7,35,AM,38.99628561,-77.02795043,49159149,2418425210
2018,12,15,7,42,PM,39.06946167,-77.087655,929568759,49277493
2017,4,4,6,20,PM,39.08747333,-77.04506167,1193728062,1193728843
2017,11,25,11,7,AM,39.19086833,-77.24780333,49170915,1272678756
2017,4,26,7,53,AM,39.12839,-77.34663667,49171577,49246043
2015,9,10,5,59,PM,39.14629,-77.00782833,49274996,49288958
2016,11,12,4,21,PM,39.07260726,-77.07777143,5349024783,5349024784
2018,5,14,3,16,PM,39.17141517,-77.20869933,49130127,49130138
2016,7,9,9,41,PM,39.05805667,-77.04849,49136642,49285888
2018,2,3,5,5,PM,39.16035,-77.20181167,5333282066,903705945
2016,4,18,6,51,PM,39.14667167,-77.205355,49210831,1781927650
2018,2,13,10,45,AM,39.09421333,-77.1323,825313112,49154934
2016,2,27,3,42,PM,39.16306333,-77.28294667,1170553424,49171165
2017,9,20,3,33,PM,38.98983167,-77.0109,49275540,393448727
2019,5,21,3,41,PM,39.15254333,-77.151735,49188564,49186110
2018,3,14,2,20,AM,39.04660461,-77.06485122,49202150,49242153
2017,4,30,7,6,PM,39.12728167,-77.20936167,2008470832,1652687191
2015,10,6,8,17,AM,39.15201167,-77.19243,49337789,49367532
2015,8,31,7,21,AM,39.04648333,-77.19291,49223759,49347843
2018,7,20,9,11,AM,38.98822667,-77.09582667,49163247,666946330
2016,8,22,7,55,AM,39.114635,-77.20977833,869820539,869820598
2019,4,15,8,0,PM,39.0563,-77.16758167,49268199,49297267
2017,11,28,2,0,PM,38.99721333,-77.09655667,4029352025,49188680
2017,2,16,9,0,AM,39.02303167,-77.16463333,49199645,3742160417
2018,10,10,5,25,PM,39.02673333,-77.13241667,49209824,1258102756
2018,5,5,8,45,PM,39.06872667,-77.26331167,49285104,49285117
