year,month,day,hour,minute,AM/PM,lat,lon,node_1,node_2
2021,10,10,1,20,AM,39.07461,-77.13572,49171912,599164247
2021,10,9,9,28,PM,39.07851667,-77.08718667,49166630,49166632
2021,9,27,1,9,PM,39.0525942,-76.95078943,49159636,1513707722
2021,10,13,7,0,PM,39.22979566,-77.2366586,49196704,49260574
2021,9,11,1,0,AM,38.98608167,-77.009155,49334267,49365274
2021,10,12,9,6,AM,39.126226,-77.22519288,49249376,683402072
2021,10,13,5,21,PM,39.15342927,-77.22124635,290052727,290052722
2021,5,15,10,55,AM,39.07574813,-76.9411378,834922244,1512995340
2021,9,25,8,21,PM,38.98324,-77.01548,49251343,49251345
2021,10,9,12,45,PM,39.041765,-77.050275,49281874,49324281
2021,5,15,10,55,AM,39.07574813,-76.9411378,834922244,1512995340
2021,10,7,2,29,PM,38.99032033,-77.1527755,49174062,49133192
2021,9,29,1,32,AM,39.04556167,-76.99032833,49226314,764609515
2021,10,9,4,40,AM,39.15460815,-77.20927088,903709726,903709773
2021,5,17,9,10,AM,39.05616833,-76.96329667,49283344,49283356
2021,10,7,1,0,PM,39.01610333,-76.98772833,49248858,49253792
2021,10,3,2,16,PM,39.06028667,-77.08918667,49277455,900908611
2021,10,3,12,8,PM,39.18591102,-77.18895735,49212742,49212747
2021,10,10,8,0,PM,39.00855667,-77.04384833,49166721,49280558
2021,10,10,7,43,PM,38.97556133,-76.99433933,1156539156,1156539157
2021,10,10,7,43,PM,38.97556133,-76.99433933,1156539156,1156539157
2021,10,5,12,15,PM,38.979602,-77.09176933,2131554412,49193046
2021,10,3,7,45,PM,39.23147333,-77.23715667,4155491413,1945154462
2021,9,27,1,4,PM,39.01060167,-77.040765,49234438,860162043
2021,10,4,8,31,AM,39.175495,-77.23817833,1800397121,674556183
2021,10,9,9,31,PM,39.17697003,-77.27017939,49171142,5334744460
2021,10,13,3,26,PM,39.04954275,-76.99324004,797787117,5349024765
2021,10,7,5,35,PM,39.21502254,-77.2511562,49285639,49341692
2021,9,30,11,6,AM,38.98829794,-76.98770016,1502497072,1156555653
2021,10,13,8,17,AM,39.23957167,-77.273285,4947610270,1349749806
2021,10,6,5,42,PM,39.140085,-77.13351667,49177678,2201883824
2021,9,13,12,5,PM,38.9631936,-77.10142191,49174170,3665471903
2021,10,7,7,20,AM,39.065875,-77.05809667,5349024788,860185301
2021,10,7,4,50,AM,39.09144333,-77.001735,49184334,49300485
2021,10,3,4,58,PM,39.05456333,-77.04575167,49176806,582342554
2021,10,12,12,0,PM,38.97684862,-77.12496843,49158028,49158037
2021,10,14,1,18,PM,39.09409788,-77.15326102,3667972302,49263991
2021,10,8,8,59,AM,39.07438557,-77.13590973,49171913,903683622
2021,10,12,10,15,AM,39.12077444,-77.17920838,341504070,900043425
2021,10,1,7,20,PM,39.05185,-77.14701167,49181664,49227056
2021,10,11,10,7,PM,39.14538037,-77.21923827,2466058031,49235841
2021,10,13,6,35,AM,39.1142655,-76.95881767,49157622,49211566
2021,10,12,4,25,PM,39.21479,-77.25074,49152064,49341692
2021,10,11,2,53,PM,39.14649619,-77.21495976,290052723,903707557
2021,10,13,7,0,PM,39.22979566,-77.2366586,49196704,49260574
2021,10,11,11,32,AM,38.99396117,-77.15746317,292436004,49224156
2021,10,6,5,42,PM,39.1401,-77.13347167,49177678,2201883824
2021,10,6,2,58,PM,38.995211,-77.02734851,860161833,860161832
2021,10,8,8,0,AM,39.02018856,-76.97653988,49289345,49141175
2021,10,9,4,44,PM,39.05581333,-77.150215,903682995,49133969
2021,10,6,6,12,AM,39.0631516,-77.05027436,49165271,1193729488
2021,10,12,3,50,PM,39.03502333,-76.996875,49164243,49213185
2021,10,12,6,50,AM,39.19700833,-77.15405167,49168410,49178963
2021,10,10,2,35,PM,39.05638869,-77.20221929,49187244,49215355
2021,10,8,5,50,PM,39.07470972,-77.115357,49282846,49290062
2021,10,6,1,33,PM,38.9976706,-77.02961255,49159150,1156497312
2021,10,14,2,20,AM,39.09036667,-77.04477,49230164,49242802
2021,10,7,3,6,PM,39.16726,-77.27109333,49288244,1786791796
2021,9,13,12,5,PM,38.9631936,-77.10142191,49174170,3665471903
2021,10,4,2,11,PM,39.22825333,-77.17764167,49179051,49179053
2021,10,8,9,15,AM,39.1398772,-77.22190848,49282987,49282997
2021,10,14,7,55,AM,39.17760667,-77.27678,1065063798,1065063804
2021,10,4,3,24,AM,39.03711667,-77.13701167,49258423,49327495
2021,10,9,9,31,PM,39.17697003,-77.27017939,49171142,5334744460
2021,10,8,4,26,PM,39.05424833,-77.1173,648538758,1559811829
2021,10,8,12,14,PM,39.10669967,-77.15658767,49212716,599163455
2021,10,14,8,2,AM,39.1073815,-77.189558,341541113,341541944
2021,9,29,7,15,AM,39.13986321,-77.19642877,49159339,49210801
2021,10,13,5,21,PM,39.15342927,-77.22124635,290052727,290052722
2021,10,1,1,1,PM,39.00227833,-77.03522833,49219825,49234470
2021,10,8,12,14,PM,39.10669967,-77.15658767,49212716,599163455
2021,10,14,12,0,PM,39.10329167,-77.19344167,5332781671,341541472
2021,10,8,8,0,AM,39.02018856,-76.97653988,49289345,49141175
2021,10,14,1,20,PM,39.09288167,-77.12235333,825313111,599164297
2021,10,13,7,40,PM,39.15667228,-77.22446264,680579548,31471468
2021,10,9,6,43,PM,39.015516,-76.9801815,49198206,49222349
2021,10,5,9,43,PM,38.97645198,-76.99306936,1156539187,3067510416
2021,10,12,9,50,AM,39.030825,-77.04525,49165507,49165505
2021,8,20,6,45,PM,39.05706573,-76.95011103,49248191,49274522
2021,10,9,1,40,AM,39.11101455,-77.23308867,49313386,49244753
2021,9,27,8,31,AM,39.01022167,-77.04074667,49234442,860162043
2021,10,2,7,10,AM,39.00120833,-76.98589,648470551,648470558
2021,10,9,1,20,PM,39.04866417,-77.06921917,1184915076,49247604
2021,10,7,9,20,PM,38.99694667,-77.09475833,49197804,4029352019
2021,10,4,2,11,PM,39.22825333,-77.17764167,49179051,49179053
2021,10,7,3,6,PM,39.16726,-77.27109333,49288244,1786791796
2021,9,9,6,21,AM,39.16211833,-77.283125,839512047,1170553438
2021,10,7,1,51,PM,39.041467,-76.9890735,49164270,1571526324
2021,10,13,5,21,PM,39.15342927,-77.22124635,290052727,290052722
2021,10,4,6,30,AM,38.98332242,-77.092214,49193058,49318795
2021,10,12,3,48,PM,39.10334141,-77.22398214,3728797938,900040564
2021,10,14,5,0,PM,39.02056333,-77.01352667,555738398,553742245
2021,10,12,2,25,AM,39.03805,-77.24648667,49146984,49173864
2021,10,8,6,40,PM,39.15641893,-77.21495687,903709666,903709671
2021,10,8,4,25,PM,39.30734893,-77.2438324,49192127,49192198
2021,10,11,1,30,PM,39.25990167,-77.16906667,49250970,49250978
2021,7,13,11,50,AM,38.99909583,-77.02480117,1156426841,1156426847
2021,10,8,3,7,PM,38.99445833,-77.02944167,1156421090,1156421081
2021,10,7,9,40,AM,39.02301667,-77.06653333,49164741,49342378
2021,10,14,8,2,AM,39.1073815,-77.189558,341541113,341541944
2021,10,8,9,4,PM,39.17504047,-77.25923598,1065064098,838296325
2021,10,7,10,34,PM,39.13479517,-77.22659663,3007564497,49235895
2021,10,8,2,23,PM,38.99447,-77.02404833,49159128,49203713
2021,10,11,8,20,AM,39.08767833,-77.08613833,49166612,49238782
