year,month,day,hour,minute,AM/PM,lat,lon,node_1,node_2
2019,1,18,12,35,PM,39.26433033,-77.21868183,49157746,49163308
2018,12,8,3,30,AM,39.16855167,-77.20983667,49130140,49130149
2018,8,30,6,24,AM,39.03131667,-77.004485,49322091,49184657
2017,3,24,5,24,PM,39.05157667,-77.10636833,1568728966,1568729024
2018,11,30,6,46,AM,39.08082039,-77.14459121,49291762,3722194587
2018,6,20,3,2,PM,38.96086248,-77.08572015,3657251451,2131554462
2017,9,15,10,19,AM,39.12887833,-77.16712667,341504087,341443458
2015,6,9,5,19,PM,39.0225762,-76.97785378,667224544,667224555
2019,3,30,3,15,PM,38.98520377,-77.09389783,642895386,49193082
2018,10,12,10,0,AM,39.12894833,-77.23054167,849195737,49357557
2015,3,23,5,22,PM,39.06680333,-77.15043,903683682,903683022
2017,3,7,6,34,PM,39.12675,-77.1734,341467871,341504087
2017,3,30,9,0,PM,39.04005819,-77.04888672,49178601,555788452
2018,3,9,5,22,PM,39.00373195,-77.07736373,293011360,293011380
2016,11,28,7,58,AM,39.13966378,-77.196486,296279448,2001782829
2016,7,21,2,26,PM,39.039665,-77.05586333,555784644,1184915227
2017,4,27,12,35,PM,38.98374,-77.13768833,5331188384,49174086
2017,10,27,9,58,AM,39.081745,-77.14582667,3722194602,3722194606
2015,2,2,9,16,AM,39.092145,-77.21101333,49151540,49284954
2019,2,16,4,35,PM,39.14725667,-77.18174167,49231616,49231621
2015,10,14,12,15,PM,39.25030333,-77.347555,49206876,49269847
2018,9,15,3,50,AM,38.99283,-77.09726833,49167680,49219456
2017,9,7,4,30,PM,39.08693667,-77.150705,599163456,1765699064
2018,3,4,4,58,PM,38.98557,-77.02226333,49163553,49186686
2017,6,28,5,20,PM,39.11642167,-77.074965,3742199763,1438386596
2015,4,22,9,21,AM,39.05581667,-77.08329333,1193761507,1193761465
2016,5,19,7,12,AM,39.05618411,-76.94433689,49259633,49274533
2018,7,28,11,50,PM,38.97542667,-77.07716833,2146602943,2146602922
2018,12,15,12,59,PM,39.15915,-77.064371,49184968,571929835
2018,5,12,11,18,AM,39.04931379,-76.95239827,1348847224,2390987766
2015,4,17,1,40,PM,38.99705752,-77.09652543,49193120,4029352025
2016,6,4,7,2,AM,39.24737667,-77.20257667,49159376,49221910
2016,8,1,1,27,PM,39.01956,-77.21047667,49163686,49173961
2015,12,15,9,27,AM,39.03621963,-77.00001955,49229602,49247296
2018,6,6,12,32,PM,39.00090133,-77.02542275,49248791,49274408
2016,9,24,12,8,PM,39.09,-77.044,49230164,49242802
2015,11,27,7,22,PM,39.15895012,-77.08426237,49155632,49169536
2015,8,27,10,49,AM,39.127295,-77.17411833,341454047,1732755658
2016,12,13,3,6,PM,39.24062956,-77.23493814,49195147,393576342
2017,10,2,7,42,AM,39.00661,-76.99760167,554948931,555111266
2018,3,6,10,9,AM,38.98807833,-77.09537667,49163247,666946330
2015,8,21,12,29,PM,39.15594,-77.165095,49322284,903703822
2018,12,17,11,45,PM,39.05098,-77.07488,582374851,582374663
2018,7,16,9,52,AM,39.035275,-77.12457667,3674134028,290758465
2017,11,16,9,58,AM,38.98818,-76.987875,1156555679,667222136
2017,10,27,10,29,AM,39.08051549,-77.14150071,49290095,269177127
2017,8,23,3,19,PM,39.08387833,-77.153135,49162815,245412524
2018,4,7,7,12,PM,38.96291933,-77.0868595,49152857,49192979
2015,12,28,8,47,PM,39.05121167,-77.12570333,648538737,2511020103
2015,5,27,11,30,AM,39.03396118,-77.02417016,49161736,49162454
2015,8,25,9,16,AM,39.082503,-77.17246,290050144,1934205767
2015,9,16,3,41,PM,39.12901667,-77.16612333,341443458,341446502
2019,3,4,7,57,AM,39.04558667,-77.22178667,49232036,49236564
2018,12,21,3,46,PM,39.03952333,-77.05469167,1184915227,49147591
2018,4,23,3,40,PM,38.98395833,-77.09028333,5430230543,49335347
2015,10,24,9,58,PM,39.003915,-77.13730833,49153875,49153879
