year,month,day,hour,minute,AM/PM,lat,lon,node_1,node_2
2015,5,14,8,17,PM,39.022075,-77.10303833,5192108204,49138772
2018,8,8,6,15,PM,39.10310676,-77.13738084,49286430,1688033013
2019,5,25,12,57,PM,39.20220833,-77.25741167,49267843,1151012068
2018,8,27,7,15,AM,39.182965,-77.11048667,49233751,582749785
2015,11,27,4,49,PM,39.10424667,-77.20368667,869820344,3728024696
2015,12,12,10,13,PM,38.98435,-77.09237,49267303,49318795
2018,5,19,12,45,PM,39.05777667,-77.05355,1193745457,1193745377
2018,5,24,10,53,PM,39.08169833,-76.945735,49196070,834922436
2015,8,25,5,13,PM,39.055745,-76.95816333,49159632,667929161
2016,12,9,6,5,PM,38.97849,-77.091394,666946267,49193041
2015,10,26,9,5,AM,39.17765,-77.27126833,49171142,5334744460
2016,1,17,3,57,PM,39.05971647,-76.97495699,49190765,49255606
2015,1,16,3,14,PM,39.05865167,-77.12103833,5344537703,49251679
2018,12,20,7,49,PM,39.14413708,-77.40965678,49255135,49286615
2015,2,21,10,48,AM,39.151225,-77.14790667,49186110,5345016673
2017,1,11,6,48,AM,39.19284,-77.00554667,37225212,37225227
2015,12,17,6,36,PM,39.15460833,-77.05513833,49215496,1395378389
2016,10,11,7,30,PM,39.15547264,-77.16706753,903703821,903703822
2018,12,7,4,27,PM,39.13008167,-77.187165,49159325,49159321
2016,8,29,8,11,PM,39.00681667,-76.98069833,4639740105,1503533101
2019,5,12,5,54,PM,39.11419833,-77.17197333,900041451,900041453
2018,1,22,8,0,PM,39.021185,-77.01356,49261505,553742245
2017,12,6,7,12,AM,39.12282667,-77.17804833,341520619,341521064
2016,2,17,5,26,PM,39.15446333,-77.17479333,49214559,49214569
2016,7,11,4,12,AM,39.08766,-76.99931,1496839035,1496839029
2018,9,9,9,40,AM,39.27264701,-77.20452974,49179166,49179167
2015,12,15,6,54,AM,39.00329333,-76.98628833,648470551,648470558
2015,9,17,6,15,AM,38.95195333,-77.108895,49211121,49211138
2018,1,9,10,55,PM,39.00075833,-77.03320333,1156497309,1156497292
2016,2,1,7,25,PM,39.039515,-77.054305,1184915198,4057655862
2019,2,13,7,44,AM,39.00449167,-77.02354833,49194663,49194666
2018,3,1,8,17,AM,39.11569,-77.17114,49188807,1832552684
