year,month,day,hour,minute,AM/PM,lat,lon,node_1,node_2
2015,11,9,12,37,PM,39.11675833,-77.18397333,2201830227,1069591481
2016,12,23,1,31,PM,39.03926833,-77.051975,49278576,49307662
2017,1,7,3,56,PM,39.08325,-77.15442667,49162815,49162816
2018,12,22,3,30,AM,39.17266302,-77.20353211,49151321,903706202
2017,11,14,8,10,AM,39.08334167,-77.12000333,49300795,49314215
2015,7,21,3,37,PM,39.05322667,-77.07726167,900915246,900915449
2017,10,29,8,50,AM,39.14456833,-77.15021167,648570324,341509327
2016,5,15,10,30,AM,39.19280074,-77.46588707,49131888,49146903
2018,7,20,7,40,PM,38.99859,-76.99499833,5354418086,49237817
2016,5,2,3,45,PM,38.98262167,-77.09616,49167715,49167717
2017,9,28,5,45,AM,39.20439833,-77.247625,1065064180,49260627
2017,12,5,7,25,AM,39.02357903,-77.12922692,3719393223,49199584
2017,9,22,7,47,PM,39.03985667,-77.057565,49214879,49264418
2016,3,2,7,3,PM,39.03621963,-77.00001955,49229602,49247296
2019,2,20,10,20,PM,39.11186985,-77.18970852,1934205805,31471489
2016,2,2,3,41,PM,39.14433167,-77.05121,49147980,599324493
2018,7,6,3,52,PM,39.11727569,-76.99768066,49365810,49365813
2016,3,30,7,22,AM,39.04683584,-77.11274743,296990713,296990714
2016,11,7,7,46,AM,39.06356667,-77.05159833,49165271,461212877
2018,10,12,9,43,PM,39.05314333,-77.05081833,582342560,582342408
2019,5,6,6,15,PM,39.22087667,-77.28879833,4127264307,4127264326
2016,4,29,6,13,PM,39.05439912,-76.97393909,1129161516,49229650
2018,1,26,8,45,PM,39.22990956,-77.25263,2145190759,2145190765
2015,7,16,6,47,PM,39.009285,-77.043775,575331392,3722182575
2015,5,18,5,59,PM,39.08646167,-77.08346667,49291913,49329879
2018,12,27,10,40,PM,39.07645477,-77.1281532,49163275,49176091
2017,3,30,6,5,PM,39.01917327,-77.20849693,49148883,49154758
2015,4,2,10,6,PM,39.05728333,-77.088175,49179638,49317711
2018,8,18,12,10,PM,39.03598,-77.05026333,49133445,1184915122
2015,3,6,11,18,AM,39.0621657,-77.02938974,49165235,49165290
2017,12,5,4,29,PM,39.11603167,-77.16600333,49162986,1838191027
2018,8,10,12,31,PM,39.026736,-77.12635467,2560846948,842884560
2016,10,8,12,9,PM,39.08033667,-77.07495333,49234366,5349024800
2018,9,4,4,17,PM,39.05067999,-77.05153315,49264191,582343757
2018,7,13,8,15,PM,39.19030408,-77.19187662,49129256,903706301
2019,4,22,9,8,PM,39.151805,-77.20023167,603381395,903709675
2015,8,15,6,56,PM,39.00038856,-76.99514866,554979430,554950556
2017,7,14,4,0,PM,38.96406384,-77.1219635,49202566,393454815
2018,5,20,8,48,PM,39.07591667,-77.12744833,49163275,49176095
2016,2,1,9,28,AM,38.99261333,-77.03627333,825400165,1156497265
2015,3,19,9,34,PM,39.08097355,-76.94654703,49286161,1438520987
2017,4,14,3,56,PM,39.27382167,-77.15535167,49176998,49223355
2018,9,27,1,55,PM,39.09625,-77.15536667,49367458,599163450
2017,12,2,12,10,PM,39.15355167,-77.19986167,49210110,603381395
2015,5,26,9,15,AM,39.07118,-77.09731333,49241133,49241146
2015,5,19,4,25,PM,39.22080874,-77.375561,49206876,49269727
