year,month,day,hour,minute,AM/PM,lat,lon,node_1,node_2
2022,6,22,5,0,PM,39.06777209,-76.98575968,49217811,4057589160
2022,6,27,10,43,AM,39.010625,-77.04064167,49318553,860162043
2022,6,23,10,44,PM,39.14589533,-77.14430967,49188522,49188534
2022,6,27,5,16,PM,39.0406978,-77.0541093,5536494207,1184915140
2022,6,27,7,25,PM,39.057375,-77.12152333,3674134026,296991262
2022,6,28,3,25,PM,39.14980833,-77.23382167,1650891814,49223998
2022,6,12,7,37,PM,39.198295,-77.24556667,1065081810,1065081894
2022,6,18,10,50,PM,39.05849,-77.070965,1193745366,49344462
2022,6,13,11,10,AM,38.98765583,-76.988192,667222136,49288691
2022,6,26,4,0,PM,39.15938667,-77.27649833,1170553364,1170553371
2022,5,27,2,51,PM,39.02941383,-77.04746833,582339768,49265426
2022,6,1,3,47,PM,38.99992583,-77.03243533,49225267,567557860
2022,6,23,10,44,PM,39.14589533,-77.14430967,49188522,49188534
2022,6,17,5,56,PM,39.13042977,-77.08256311,49232325,49232330
2022,6,30,3,50,PM,38.97287633,-77.100504,49311251,49302874
2022,6,20,11,10,AM,39.14497333,-77.05277,49161470,49147980
2022,6,27,5,48,PM,39.14826167,-77.23729833,49299816,1992176937
2022,6,22,6,56,AM,39.20429833,-77.18708,49152012,49152193
2022,6,23,2,0,PM,39.06772025,-77.00209471,797787196,797787198
2022,5,30,8,42,PM,38.973205,-77.01190167,49173083,49256985
2022,6,20,10,50,PM,39.09079333,-77.04365167,49288525,49300565
2022,6,12,12,27,PM,39.09055333,-77.04543667,1193728046,1911172174
2022,6,26,7,25,AM,38.987684,-76.98753117,1502497072,1156555653
2022,6,19,6,30,PM,39.19297833,-77.27587333,49237425,49237429
2022,6,24,9,30,PM,39.1481244,-77.1903855,1640405430,1652144583
2022,6,27,1,53,PM,39.15967583,-77.15997533,2913183311,49178880
2022,6,22,11,4,PM,39.0883955,-76.99942817,1496838923,1496839038
2022,6,20,10,50,PM,39.09079333,-77.04365167,49288525,49300565
2022,6,22,2,4,AM,38.97784895,-77.09857944,1324521394,1324521367
2022,6,24,10,30,AM,38.99315833,-77.03208833,49141561,1156497320
2022,6,28,10,55,PM,39.09566167,-76.93825,49208176,81327817
2022,6,18,10,50,PM,39.05849,-77.070965,1193745366,49344462
2022,6,28,7,18,PM,39.05868,-77.12049333,5344537698,5344537715
2022,6,30,9,45,AM,38.99224333,-77.09780167,49167680,49219456
2022,6,27,5,44,PM,39.23917167,-77.27915333,49152358,49371711
2022,6,15,11,0,AM,39.05155833,-77.11470167,1559811825,2519218297
2022,6,23,8,28,AM,39.1554,-77.25449167,49304608,49313845
2022,6,24,7,37,AM,39.11952655,-77.4868763,49139366,49174389
2022,6,27,9,47,AM,39.12489377,-77.23773435,1666430560,2084021245
2022,6,19,2,32,PM,39.22082333,-77.37792,49274192,49352154
2022,6,23,11,24,AM,38.98991517,-76.98892817,667222092,49197006
2022,6,27,7,30,PM,39.150258,-77.361825,49149724,49193922
2022,6,29,2,44,PM,39.0200595,-77.0139527,555739429,635517666
2022,6,17,7,8,PM,39.05571167,-77.04610667,49176806,582342554
2022,6,23,6,45,PM,39.1177,-77.183885,49227543,900042037
2022,6,25,12,34,PM,38.97767987,-77.07701517,2146602952,2146603027
2022,6,22,4,37,PM,38.99844977,-77.00231458,49251662,49309434
2022,6,23,2,6,AM,39.23297333,-77.28320833,838252324,1170606404
2022,6,27,5,16,PM,39.0406978,-77.0541093,5536494207,1184915140
2022,6,20,11,10,AM,39.14497333,-77.05277,49161470,49147980
2022,6,25,12,17,PM,38.99832333,-77.00416167,49153673,49272338
2022,6,12,12,27,PM,39.09055333,-77.04543667,1193728046,1911172174
2022,6,21,4,41,PM,39.1745425,-77.203785,49197542,49197549
2022,6,22,1,47,PM,39.19186833,-77.15218833,49178958,903712695
2022,6,24,5,37,PM,39.04327667,-77.112955,49198163,3924753124
2022,6,25,2,0,AM,39.177385,-77.26211,49304761,49323119
2022,6,28,9,10,PM,38.99266333,-76.99127333,49189997,49196999
2022,6,27,5,16,PM,39.0406978,-77.0541093,5536494207,1184915140
2022,6,23,9,36,PM,39.07382,-76.955645,1450246910,1295630098
2022,6,23,6,34,PM,39.08576549,-77.17064702,49300058,900042784
2022,6,25,10,57,PM,39.02297333,-76.97816167,667224544,667224555
2022,6,25,11,30,PM,39.04491333,-76.99232833,49143143,823854154
2022,6,27,5,16,PM,39.0406978,-77.0541093,5536494207,1184915140
2022,6,28,10,30,PM,39.095606,-76.938166,81327817,1985538394
2022,6,29,6,20,PM,39.07997592,-77.13826298,1349820448,1349820447
2022,6,24,2,15,PM,39.02292917,-77.01073867,49181393,553879166
2022,6,9,1,15,PM,39.11622167,-77.06473767,1168766249,1168766277
2022,6,20,9,28,PM,39.15684919,-77.15737291,49164163,49188586
2022,6,23,1,45,PM,39.01728261,-77.20770701,49173965,49173967
2022,6,22,6,56,AM,39.20429833,-77.18708,49152012,49152193
2022,6,20,5,20,AM,39.00634833,-77.09787333,49284312,290765182
2022,6,27,10,53,AM,39.0146185,-77.04220417,649622821,636143284
2022,6,22,1,47,PM,39.19186833,-77.15218833,49178958,903712695
2022,6,23,10,13,AM,38.99250517,-76.99152267,49189997,49196999
2022,6,25,7,45,PM,38.99269638,-77.00235442,49158306,49272302
2022,6,29,5,36,PM,39.17954833,-77.26672833,49171125,1065063974
2022,6,28,8,37,AM,39.02165167,-77.01238833,49261505,1295630323
2022,6,25,11,30,PM,39.04491333,-76.99232833,49143143,823854154
2022,6,29,12,27,PM,39.19243167,-77.27763,49169384,49237416
2022,6,29,1,36,PM,38.97816167,-77.00652167,49173107,49303254
2022,6,29,1,45,PM,39.18654667,-77.23651833,49181208,49295464
2022,6,26,11,56,AM,39.15199167,-77.064495,786443357,599324501
2022,6,27,6,35,PM,39.29984667,-77.199865,49179720,1744233964
2022,6,29,7,6,PM,39.07916817,-77.2021225,49236680,49337877
2022,6,27,4,30,PM,39.27418,-77.15541167,49222267,49223355
2022,6,27,10,43,AM,39.010625,-77.04064167,49318553,860162043
2022,6,17,5,30,PM,39.16061229,-77.16281858,1825802935,1825802931
2022,6,29,4,0,PM,39.06470036,-77.12648117,2344679232,3745002742
2022,6,22,12,12,PM,39.06923667,-77.07578,4615452924,49257967
2022,6,17,7,8,PM,39.05571167,-77.04610667,49176806,582342554
2022,6,28,3,0,PM,39.012935,-76.97845,49289354,49253819
2022,6,23,1,17,PM,39.162735,-77.283045,1170553285,1170553352
2022,6,27,8,49,PM,39.10712,-77.15974833,5345018147,49241853
2022,6,26,2,0,PM,39.28503986,-77.20887197,49216125,49260359
2022,6,21,4,44,PM,39.11380833,-77.09302,49188366,49188372
2022,6,24,10,0,AM,39.11917996,-77.17176249,1830699096,341520872
2022,6,27,5,16,PM,39.0406978,-77.0541093,5536494207,1184915140
2022,6,17,11,52,PM,39.07560667,-77.00155778,797787202,49190464
2022,6,23,12,22,AM,39.17260667,-77.20361833,903706114,903706115
2022,6,29,6,10,AM,39.23219667,-77.28322333,680538246,838252324
2022,1,3,6,43,PM,39.07889333,-76.95170167,49229673,49229686
2022,6,26,3,45,PM,39.057315,-77.12274667,49146275,49312457
2022,6,23,11,24,AM,38.98991517,-76.98892817,667222092,49197006
2022,6,27,10,53,AM,39.0146185,-77.04220417,649622821,636143284
2022,6,25,11,21,AM,39.19974277,-77.24645858,1065064147,1065081810
2022,6,20,1,50,AM,39.08850167,-77.09465167,49178731,49178742
2022,5,26,5,24,PM,39.00123733,-77.02543617,49248791,49342975
2022,6,24,9,30,PM,39.1481244,-77.1903855,1640405430,1652144583
2022,6,22,12,12,PM,39.06923667,-77.07578,4615452924,49257967
2022,1,17,6,26,PM,39.05354,-77.07760167,900915246,900915449
2022,6,24,10,30,AM,38.99315833,-77.03208833,49141561,1156497320
2022,6,30,8,13,AM,39.03648167,-77.03030667,555794751,555795352
2022,6,22,12,22,PM,39.11914205,-77.22980115,49193199,49193237
2022,6,21,2,35,PM,39.14314,-77.22238333,2084021316,1170540682
2022,6,30,3,50,PM,38.97287633,-77.100504,49311251,49302874
2022,6,27,5,48,PM,39.14826167,-77.23729833,49299816,1992176937
2022,6,25,12,9,PM,39.15727447,-77.21886757,903709631,903709701
2022,6,29,7,6,PM,39.07916817,-77.2021225,49236680,49337877
