year,month,day,hour,minute,AM/PM,lat,lon,node_1,node_2
2020,6,9,2,42,PM,39.07918409,-77.14333092,296994858,296994873
2020,10,28,9,0,AM,39.03622583,-77.03466767,49324311,49187978
2020,6,5,3,24,PM,39.015205,-77.005155,49139836,293020304
2020,6,1,5,30,PM,39.00228333,-76.99552667,554950556,554949962
2020,5,22,1,30,PM,39.12925783,-77.23363972,3096011991,49214353
2020,6,10,2,45,PM,39.09314966,-77.13180815,1420935656,1420935655
2020,7,1,7,34,AM,39.22834976,-77.26628955,49228137,49334389
2020,7,3,3,40,PM,39.01519667,-77.05042833,49177117,49177123
2020,6,29,9,4,PM,39.14059348,-77.19380688,49218161,295136057
2020,7,5,5,8,PM,39.09432617,-77.15318433,49263991,49170080
2020,5,15,1,55,PM,39.019353,-77.05717883,49149900,49282224
2020,6,30,4,14,PM,39.05530893,-76.97253577,1129161516,49229650
2020,7,1,7,34,AM,39.22834976,-77.26628955,49228137,49334389
2020,7,4,6,46,AM,39.12419983,-77.126205,1985694881,1985694885
2020,7,2,12,45,PM,39.16257587,-77.2829496,1170553438,1170553352
2020,7,5,1,33,AM,39.1384,-77.229615,49255558,49336112
2020,2,27,5,5,PM,39.18985936,-77.15173968,49178948,903712695
2020,7,4,6,0,PM,39.13653333,-77.20551333,49211993,49211996
2020,7,6,9,50,AM,39.14563,-77.14389333,49188516,49188522
2020,7,9,12,0,PM,39.18134909,-77.27605877,1065064140,1065064066
2020,2,27,5,5,PM,39.18985936,-77.15173968,49178948,903712695
2020,7,2,11,53,PM,38.99945483,-77.00145417,49309434,1458415621
2020,6,29,12,10,AM,38.990975,-77.01422333,49172616,49187308
2020,6,27,3,46,PM,39.072987,-76.95582817,49216852,49229667
2020,7,3,12,43,PM,39.2035449,-77.2443147,49249598,1065063847
2020,6,20,2,55,PM,38.97726667,-77.099995,1279926695,3720152731
2023,3,4,11,12,AM,39.18541317,-77.261209,49213850,49213866
2020,6,22,3,48,PM,39.02045,-77.04469667,49191009,49234243
2020,7,2,11,57,PM,39.11977667,-77.04260333,49206789,1299935627
2020,7,4,7,41,PM,39.15586061,-77.21588454,49192769,903709666
2020,6,21,7,47,PM,39.0377795,-76.994635,49164249,49164252
2020,6,12,5,53,PM,39.12752956,-77.20940576,5332701015,49211966
2020,7,3,11,15,AM,39.03594047,-77.05476051,49133445,1184915122
2020,7,5,7,0,AM,39.03501,-77.24018167,49173902,1507370383
2020,7,7,12,32,AM,39.00619833,-76.98502333,49154194,4639740141
2020,6,28,2,35,PM,39.03815833,-77.056952,555785247,555765813
2020,7,8,9,40,AM,39.07155534,-77.16739719,49273707,49273708
2020,10,15,4,0,PM,39.02850333,-77.06237,49243393,49265476
2020,6,23,12,4,PM,39.04706117,-77.02967683,49343361,4919535850
2020,6,28,6,56,PM,39.15784433,-77.2039337,903709710,903707587
2020,6,23,8,48,PM,39.08897631,-77.0722814,3629504236,49258021
2020,6,27,3,46,PM,39.072987,-76.95582817,49216852,49229667
2020,7,8,11,17,AM,39.05963967,-77.061246,49294558,1193745396
2020,7,2,4,0,PM,39.21235217,-77.24848817,49152064,49371772
2020,11,2,5,40,PM,39.0841535,-77.14890633,49186445,4557888155
2020,7,6,3,47,PM,39.15007064,-77.06526871,49154001,571540499
2020,6,29,6,38,PM,39.18629446,-77.27357048,49213091,1065063929
2020,7,3,3,49,PM,39.16989,-77.29638,49220051,49230616
2020,7,2,11,30,AM,39.2018336,-77.25307052,1065064049,1065064134
2020,6,29,10,36,PM,39.07898667,-77.07245835,582343843,5349024794
2020,7,3,4,50,PM,39.12099,-77.23520667,49248127,49327351
2020,6,22,3,48,PM,39.02045,-77.04469667,49191009,49234243
2020,6,9,7,40,PM,38.99174167,-77.09579167,49193098,49193101
2020,7,6,7,20,PM,39.12727402,-77.20792782,2008470832,1652687191
2020,6,25,5,0,PM,39.03576283,-77.02629717,4911398323,49324311
2020,7,2,5,15,AM,39.06335667,-77.07367167,49257960,3742207492
2020,7,8,6,26,PM,38.99980333,-77.01083,49155648,49191421
2020,7,4,7,41,PM,39.15586061,-77.21588454,49192769,903709666
2020,7,3,5,36,PM,39.07103333,-77.10140167,49269068,3674099438
2020,6,22,5,0,PM,38.9575629,-77.1081339,49250180,49348528
2020,7,4,11,15,AM,39.18511617,-77.21159517,49130041,49130083
2020,7,3,5,42,PM,39.16159667,-77.20104,1713452776,1713452760
2020,7,2,12,30,PM,39.04378059,-77.10605281,1570222551,1570222519
2020,11,1,7,15,AM,38.98761667,-76.98797667,667222136,49288691
2020,6,21,5,55,AM,39.07964833,-77.08404833,49188118,49188123
2020,7,8,9,40,AM,39.07155534,-77.16739719,49273707,49273708
2020,6,21,5,55,AM,39.07964833,-77.08404833,49188118,49188123
2020,2,21,10,43,PM,39.0685541,-76.95407574,49190727,49216871
2020,6,23,12,4,PM,39.04706117,-77.02967683,49343361,4919535850
2020,7,7,5,17,PM,39.07939533,-76.94507617,49350625,49350632
2020,7,6,11,31,PM,38.98425747,-77.01091402,49173821,49173827
2020,7,1,7,40,PM,39.14057753,-77.19443598,49218161,295136057
2020,6,14,12,34,PM,39.01433333,-77.099645,4029351993,49343470
2020,6,29,5,59,PM,39.01460167,-77.05447667,575337838,575338245
2020,7,6,5,44,AM,38.99604667,-77.11434167,49130373,49130376
2020,7,2,7,47,PM,39.05307774,-77.05086254,582342560,582342408
2020,7,7,11,30,AM,39.28618893,-77.20728883,49216125,49260359
2020,10,31,6,41,PM,39.16869833,-77.26034333,49243010,264710461
2020,10,12,9,9,PM,39.05558333,-76.96157167,667929160,667929161
2020,10,30,11,28,PM,39.08464168,-77.03441474,49314713,4587796993
2020,11,4,4,19,PM,39.18035333,-77.26829133,1065064104,1149457738
2020,10,26,4,13,PM,39.05210667,-77.05232167,49159501,49189925
2020,10,27,1,34,PM,39.03164354,-77.07492238,582374637,1241558875
2020,10,26,3,7,PM,38.98496783,-77.09062339,393464309,49267298
2020,10,25,7,40,PM,39.03431833,-77.12470667,5344788968,2966548551
2020,10,31,1,21,AM,39.16751446,-77.25979099,49170447,49213468
2020,11,2,11,36,PM,39.21679338,-77.17320697,49179036,49179048
2020,10,29,10,27,PM,39.07083167,-77.168185,3096468769,721776236
2020,11,3,7,18,PM,39.05318883,-77.1362035,290051912,5344788904
2020,11,1,8,26,PM,39.09446769,-77.15181127,49264006,295141422
2020,10,28,11,10,AM,38.98831508,-77.00081865,49169959,49171610
2020,11,1,11,12,AM,39.173531,-77.26526517,49315215,1785833910
2020,11,1,4,30,PM,39.11840169,-77.02728149,49327030,49327040
2020,8,31,4,37,PM,39.06314283,-76.957249,49207732,49207766
2020,11,1,7,45,PM,39.15172112,-77.21334393,903707538,49143283
2020,11,2,3,11,PM,39.20018333,-77.19571833,49129181,49139132
2020,11,2,12,15,PM,39.02262633,-77.13314483,3705231632,1258102874
2020,11,1,1,14,AM,39.19470965,-77.18485446,49367631,49367638
2020,9,30,9,0,PM,39.0509,-77.0749,582374851,582374663
2020,11,1,8,23,PM,39.09427461,-77.15188772,49264006,295141422
2020,10,28,12,0,AM,38.99291164,-77.03640119,825400165,1156497265
2020,10,30,8,45,AM,39.00765333,-77.047875,49152871,49152873
2020,10,31,11,10,AM,39.09016833,-77.06664667,49276033,768053641
2020,10,31,5,10,PM,39.03287421,-77.07435807,49324238,582374643
2020,10,29,11,46,AM,38.98328833,-77.137335,3709871828,3709879840
2020,11,3,6,42,AM,39.12248833,-77.32334167,49193979,49193981
2020,10,26,7,30,PM,39.04624682,-76.98648291,49208305,329707200
2020,10,26,3,0,PM,39.14878297,-77.20674953,903707578,49210835
2020,10,29,3,51,PM,39.186675,-77.18724667,49212747,903713084
2020,10,29,12,0,AM,39.05820333,-77.048545,49136642,49285888
2020,11,1,1,20,PM,39.18224167,-77.25969,1798148998,839511957
2020,10,16,9,53,AM,39.10004432,-77.09861094,49245341,49226077
2020,10,23,11,36,PM,39.044445,-76.98386167,329707200,1988830162
2020,10,27,1,8,PM,39.16715332,-77.28108888,1302477300,1792528898
2020,10,20,9,30,PM,39.05601667,-77.17970667,49346318,49347812
2020,11,2,7,20,PM,39.14858943,-77.20660375,903707603,903707601
2020,10,29,8,22,PM,39.05330333,-77.13566667,648538909,49297296
2020,10,29,4,29,PM,39.18160385,-77.23178085,49177590,49177592
2020,10,30,8,45,AM,39.00765333,-77.047875,49152871,49152873
2020,10,30,4,21,PM,39.04064383,-77.191574,49179829,49230850
2020,10,30,5,23,PM,39.12027051,-77.17622881,341521027,2049616963
2020,10,31,2,30,PM,39.0753758,-77.11508956,900915480,900908718
2020,11,4,1,22,PM,39.154435,-77.20919667,903709772,903709734
2020,10,30,11,35,AM,39.075385,-77.13701,49171912,599164247
2020,11,4,10,40,PM,39.09076167,-77.178945,900042253,900042638
2020,10,29,12,0,PM,39.19336,-77.270445,3719548546,49153235
2020,10,29,2,13,PM,39.11185,-77.18730167,341503420,341537512
2020,10,29,3,51,PM,39.186675,-77.18724667,49212747,903713084
2020,10,28,1,30,AM,38.97631004,-76.99327297,49288663,642910303
2021,7,13,10,52,PM,38.98822121,-77.09485318,49163244,1324474870
2020,11,1,10,9,AM,39.07998167,-77.07935,582374713,5349024801
2020,10,29,9,40,PM,39.0758656,-77.1630699,3667941609,49347743
2020,11,3,4,46,PM,39.08669317,-77.13380933,49195230,49205915
2020,10,31,4,45,PM,39.032972,-77.07307217,49278943,555779603
2020,10,29,2,13,PM,39.11185,-77.18730167,341503420,341537512
2020,10,23,11,36,PM,39.044445,-76.98386167,329707200,1988830162
2020,11,2,6,18,PM,39.07307933,-77.1120359,49277857,393453714
2020,10,30,2,44,PM,39.07452967,-77.11373683,49302860,900915480
2020,10,30,5,23,PM,39.12027051,-77.17622881,341521027,2049616963
2020,11,5,2,42,PM,39.01189167,-77.01678667,49160521,49160523
2020,10,31,1,37,PM,39.17928167,-77.237565,49187409,49148855
2020,11,4,8,25,AM,39.03378667,-77.07486667,582374643,582374635
2020,11,4,10,0,AM,39.265575,-77.20499667,49173745,49179144
2020,10,28,1,10,AM,39.11886549,-77.02147501,656878797,656878810
2020,10,30,10,30,PM,39.10652364,-77.18986469,341541113,341541944
2020,10,27,9,36,AM,39.08113259,-76.94626336,834922436,1438520991
2020,11,4,5,45,PM,39.20253227,-77.2515222,1065064180,49260627
2020,10,15,4,0,PM,39.02850333,-77.06237,49243393,49265476
2020,11,5,5,46,AM,39.234565,-77.281495,1170606487,648387771
2020,10,29,5,20,PM,39.13922667,-77.222205,49282987,49282997
2020,11,1,4,26,AM,39.15422833,-77.06724,49234615,786443438
2020,8,3,5,12,PM,39.23088833,-77.25484667,1757223225,1757223261
2020,10,29,12,0,PM,39.19336,-77.270445,3719548546,49153235
2020,10,13,3,17,PM,38.96320033,-77.10133883,49174170,3665471903
2020,10,30,10,30,PM,39.18294147,-77.18220403,49297373,49297392
2020,10,6,8,0,PM,39.06959333,-77.014175,49280239,1193752093
2020,10,17,8,50,PM,38.980264,-77.17179817,49159796,3665469114
2020,10,31,9,18,PM,38.97767582,-76.99194664,49288668,49159696
2020,10,28,10,13,PM,39.18978167,-77.24154833,1272673126,1042724755
2020,10,31,4,10,PM,39.14486183,-77.21860587,2466058031,49235841
2020,10,27,8,22,PM,39.05405167,-77.09391667,49198311,1193761433
2020,10,16,3,22,PM,38.98655472,-77.02661178,49234518,860161743
2020,10,6,8,0,PM,39.06959333,-77.014175,49280239,1193752093
2020,11,1,9,15,PM,39.15070167,-77.39318167,49210565,49223624
2020,10,27,10,45,AM,38.99263327,-76.99154832,49189992,49189997
2020,11,4,8,25,AM,39.03378667,-77.07486667,582374643,582374635
2020,10,31,4,15,PM,39.06627367,-77.00071617,797787112,797787197
2020,10,19,4,30,AM,39.12265473,-77.17766939,341520855,341521064
2020,10,29,12,9,PM,39.02234167,-77.12351,5344260705,292417080
2020,10,29,8,53,PM,39.109508,-77.18455167,49139625,900041590
2020,10,25,1,38,PM,39.0510805,-77.13331267,290051912,5344788904
2020,11,2,9,22,AM,39.08353817,-77.1510064,245412525,290790287
2020,10,27,11,2,AM,39.18317167,-77.25732333,839511957,1157167349
2020,10,27,1,8,PM,39.16715332,-77.28108888,1302477300,1792528898
2020,11,4,4,19,PM,39.18035333,-77.26829133,1065064104,1149457738
2020,10,27,1,34,PM,39.03164354,-77.07492238,582374637,1241558875
2020,9,27,11,52,AM,39.00658552,-77.03908412,860162023,1036540978
2020,10,26,3,7,PM,38.98496783,-77.09062339,393464309,49267298
2020,11,2,5,28,AM,39.19013333,-77.34000333,49225521,49252430
2020,10,16,3,22,PM,38.98655472,-77.02661178,49234518,860161743
2020,10,31,4,21,AM,39.2148325,-77.266022,1362782503,1362782509
2020,10,26,7,30,PM,39.04624682,-76.98648291,49208305,329707200
2020,10,19,3,15,AM,39.056665,-76.970455,1129161474,49208337
2020,10,23,8,40,PM,39.11460311,-77.16313496,49162985,49359984
2020,10,29,3,59,PM,38.994065,-77.024885,49159128,49234499
2020,10,30,6,14,PM,38.98272912,-77.02240396,49278696,648621597
2020,10,19,12,1,AM,39.16726093,-77.2667431,869832265,1786791791
2020,10,31,12,8,PM,39.08138,-77.07868667,582374713,582374920
2020,11,3,11,1,AM,39.113238,-77.173346,900041416,1053343519
2020,10,29,5,20,AM,39.05355667,-77.10655167,5344537677,49300617
2020,11,1,4,30,PM,39.11840169,-77.02728149,49327030,49327040
2020,10,23,8,40,PM,39.11460311,-77.16313496,49162985,49359984
2020,10,29,7,19,AM,38.99797667,-77.11014333,293562686,5530694770
2020,11,1,7,39,PM,39.1509623,-77.21406971,903707538,49143283
2020,10,30,1,30,PM,39.15768745,-77.21361094,903709698,903709658
2020,8,31,4,37,PM,39.06314283,-76.957249,49207732,49207766
2020,12,24,10,51,AM,39.090525,-77.045175,1193728046,1911172174
2020,10,21,4,10,PM,38.97954983,-77.11058817,49299379,49299380
2020,10,23,11,29,AM,39.06005167,-77.051115,49234321,49218671
2020,11,1,5,0,PM,39.0530124,-77.05086269,49238967,582342560
2020,11,2,6,18,PM,39.07307933,-77.1120359,49277857,393453714
2020,10,23,7,12,PM,38.9877665,-76.98759783,1502497072,1156555653
2020,11,1,7,15,AM,38.98761667,-76.98797667,667222136,49288691
2020,11,1,9,0,AM,38.97866333,-77.00830167,49251325,49251329
2020,10,30,8,12,PM,39.008516,-77.07141733,49224241,49143722
2020,10,17,7,0,PM,39.1525673,-77.19280328,49367534,393461578
2020,7,27,12,44,PM,38.99661454,-77.02508286,49159135,49196397
2020,8,31,9,22,AM,39.06624522,-77.11970165,49153779,49167648
2020,8,10,5,27,PM,39.07314733,-77.002411,49190452,797787113
2020,9,1,8,20,AM,39.05625333,-77.07400167,49174996,49196045
2020,10,14,12,30,AM,38.97955317,-77.09853649,49223891,49299353
2020,8,24,9,57,AM,39.17481875,-77.29980959,676284405,720630907
2020,10,25,8,28,PM,39.0420545,-77.11063633,3924753127,296990657
2020,10,27,10,45,AM,38.99263327,-76.99154832,49189992,49189997
2020,10,22,12,58,PM,38.99343833,-77.02615167,49159128,49234499
2020,9,27,11,52,AM,39.00658552,-77.03908412,860162023,1036540978
2020,9,1,2,27,PM,39.04221483,-77.09615383,49175105,49175116
2020,8,28,8,30,AM,39.14400391,-77.04315591,49258824,599324495
2020,8,24,8,7,PM,39.01693632,-76.97389391,1349881497,1502257067
2020,6,15,7,10,PM,39.11722985,-77.16896503,900041375,600642983
2020,6,5,9,19,AM,39.11636133,-76.96573867,49157622,49283265
2020,6,17,11,11,AM,39.07817333,-77.14245067,49204324,296994873
2020,6,12,4,59,PM,39.19583167,-77.22245333,49157080,49170197
2020,6,16,5,10,PM,39.22867167,-77.24095833,3481839469,3507726521
2020,6,8,12,27,PM,39.05545333,-77.05059167,49189944,49234301
2020,6,11,9,25,AM,39.19881333,-77.26094167,1065063959,1065064068
